序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
82,新竹市私立育碩文理短期補習班,2016-04-20,新竹市民富街155、157、159號1樓,"1.懸掛招牌書寫「課輔」等字樣。 2.收據退費規定與本府規定不符。",限期改善件次,2016-05-03,1050071711
83,新竹市私立新華文理短期補習班,2016-03-02,新竹市大庄路56-5號1-4樓,違規擴增班址至大庄路130、132號,限期改善件次,2016-03-23,1050052934
84,新竹市私立法老師文理短期補習班,2013-11-13,新竹市民族路253號1樓,,限期改善件次,2013-11-27,
85,新竹市私立嘉因文理短期補習班,2013-03-20,民族路269號2樓至3樓,於1樓設置電腦使用區，且有學生在使用電腦及寫作業,糾正件次(列入違規紀錄),2013-04-11,府教社字第1020042204號函
86,私立國立短期補習班,2010-06-23,新竹市學府路66號2樓,,限期改善件次,2010-07-01,
87,私立宏泰物理短期補習班,2009-04-29,新竹市民族路31號5樓,未使用定型化契約,限期改善件次,2009-05-04,
88,私立朱尼爾短期補習班,2009-01-14,新竹市自由路67號2樓之1、2樓之2,違規擴增班舍另消防、建物安檢設備有缺失。,限期改善件次,2009-01-16,府教社字第0980005787號函
89,私立建宏三號文理短期補習班,2008-12-17,延平路一段214巷67號1樓,違規擴大班舍和未經本府核准已用車輛載送學生,限期改善件次,2008-12-26,
90,私立學立6號文理短期補習班,2008-10-16,新竹市延平路一段433號一樓,違規擴增班舍,限期改善件次,2008-10-22,府教社字第0970109094
91,私立王淵海文理短期補習班,2008-10-02,新竹市東門街62號2樓,無建物公安簽證.未使用定型化契約.未懸掛立案證書,限期改善件次,2008-10-08,
92,私立林格美語會話短期補習班,2008-07-17,新竹市科學園路107巷22號1~2樓,"未經核准擅自變更班址 無建物公安簽證",限期改善件次,2008-07-23,
93,私立唯智英語專修短期補習班(府教社字第0930058727號函核准變更班名),2007-09-27,中山路40巷27號1樓,擅自擴大班舍,限期改善件次,2007-10-15,府教社字第0960106708號
94,私立聯合文理短期補習班,2007-09-06,新竹市東門街34巷3號1之4樓,,限期改善件次,2007-10-12,府教社字第0960106256號
95,私立新豐數學文教學苑短期補習班,2007-06-07,新竹市延平路3段542-1號1~2樓,擅自擴充班舍至3樓,限期改善件次,2007-06-15,府教社字第0960061507號
96,私立學立文理短期補習班,2007-06-07,新竹市延平路3段204巷1號2樓,擴充班舍至1F、3F,限期改善件次,2007-06-14,府教社字第0960061274號
97,私立培心美語短期補習班,2007-05-10,新竹市光華二街165號1-2樓,消防部分缺失,限期改善件次,2007-05-24,府教社字第0960052408號
98,私立大衛美日語短期補習班,2007-05-03,新竹市科學園路139號,消防部分缺失,限期改善件次,2007-05-15,府教社字第0960049174
99,私立新皇家美語短期補習班(因門牌整編95.04.19府教社字第0950035074號函同意修正班址),2006-11-09,新竹市體育街32號,違規使用未經本府核准之班舍(該班址2樓),限期改善件次,2006-06-23,府教社字第0950060679號
100,私立新儒林文理短期補習班,2006-06-08,新竹市關東里光復路一段268巷63號4樓,收托學齡前兒童,糾正件次(列入違規紀錄),2006-06-23,府教社字第0950060634號
101,私立國際村美日語短期補習班,2004-08-31,新竹市光復路一段373之1號2樓,,限期改善件次,,
102,私立聯合文理短期補習班,2004-08-27,新竹市東門街34巷3號1之4樓,,限期改善件次,,
103,私立敦品數學短期短期補習班,2004-02-19,新竹市民族路六十五號,擅自遷移班址,停止招生六個月,2004-03-26,府教社字第0930042275號
104,私立紐約美語會話短期補習班,2004-02-14,新竹市北大路十五號一樓,招收學齡前兒童,限期改善件次,2004-02-27,府教社字第09300155997
105,私立育晟文理短期補習班,2004-02-12,新竹市學府路61巷5-6號,擅自遷址至新竹市學府路61巷5-6號,停止招生六個月,2004-03-16,府教社字第0930035183號
106,私立大和美日語短期補習班,2003-12-11,新竹市光復路1段526號2樓,擅自遷移班址,限期改善件次,2003-12-17,府教社字第0920106981號
107,私立育民英數理短期補習班,2003-11-13,新興里2鄰西大路23、25號,擅自遷移班址,停止招生六個月,2003-12-31,府教社字第0920118003號
108,私立上冠文理短期補習班,2003-10-23,新竹市東門街62號,擅自變更班址至本市東門街六十二號一、三樓,停止招生六個月,2003-12-31,府教社字第0920117986號
109,私立紐約美語短期補習班,2003-09-25,新竹市北大路15號1樓,,限期改善件次,,
110,私立育民英數理短期補習班,2003-06-26,新竹市西大路23號,班址遷址未報府核准,限期改善件次,2003-07-01,府教社字第0920053719號
111,私立上冠文理短期補習班,2003-06-16,新竹市三民理民族路161號,班址與立案地址不符,限期改善件次,2003-06-19,府教社字第0920050337
2,新竹市私立有玉音樂短期補習班,2024-05-15,新竹市中山路312巷22號1樓,其他班務違規,限期改善件次,,府教社字第1130087097號
3,新竹市私立凱特文理技藝短期補習班,2024-05-01,新竹市東區關東路147號1樓及2樓,其他班務違規,限期改善件次,2024-05-13,1130082669
4,新竹市私立亞立文理技藝短期補習班,2024-05-01,新竹市關東路125號2樓,其他班務違規,限期改善件次,2024-05-13,1130082670
6,新竹市私立佳美英語短期補習班,2024-04-10,新竹市西門街252號1-2樓,其他班務違規,限期改善件次,2024-04-17,府教社字第1130068812號
7,新竹市私立聯合文理短期補習班東南分班,2024-03-27,新竹市食品路191巷25號3樓,擅自擴大班舍、學生人數超過規定容量、其他班務違規,限期改善件次,2024-04-03,府教社字第1130060442號
8,新竹市私立竹大文理短期補習班,2024-03-27,新竹市食品路540號2樓,擅自擴大班舍、學生人數超過規定容量、其他班務違規,限期改善件次,2024-04-03,府教社字第1130060426號
9,新竹市私立孜學壹文理短期補習班,2024-03-27,新竹市食品路218號1樓至2樓,違反建築、消防相關規範、其他班務違規,限期改善件次,2024-04-03,府教社字第1130060437號
10,新竹市私立英維文理短期補習班,2024-03-20,新竹市北區四維路90號1-4樓,其他班務違規,限期改善件次,2024-04-08,府教社字第1130061288號
11,弋果文化事業股份有限公司附設新竹市私立弋果美語文理短期補習班經國分班,2023-12-25,新竹市經國路二段16號2樓至6樓,違規變更班址經國路二段16號1樓。,糾正件次(列入違規紀錄),2024-01-08,府教社字第1130016148號
13,大東海國際書局有限公司附設新竹市私立大東海法商短期補習班,2023-12-06,新竹市民族路7號2樓、7樓,"1.	未提供投保公共意外責任險。 2.	未提供與該班學生簽立定型化契約書。 3.	未提供補習班個人資料安全維護計畫。 4.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 5.	未提供收費收據。 6.	立案證書未懸掛於班內明顯處。 7.	懸掛招牌班名與核准立案班名不符合，班名需註明立案字號。 8.	未有班主任登錄於補習班資訊系統。",糾正件次(列入違規紀錄),2024-01-04,府教社字第1130013897號
14,新竹市私立瀚銘文理短期補習班,2023-11-29,新竹市四維路77號1樓至4樓,"1.	有使用車輛載送學生，未報府核備。 2.	未提供與該班學生簽立定型化契約書。 3.	未提供補習班個人資料安全維護計畫。 4.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 5.	提供電子收費收據未註明退費規定。 6.	擅自增設課輔班、正音班、全科班科目，與本府立案科目不符合。 7.	有一間教室作為儲藏室請於門上註明儲藏室。",糾正件次(列入違規紀錄),2023-12-05,府教社字第1120185932號
15,新竹市私立中和英語短期補習班,2023-11-29,新竹市中和路95巷7號1樓,1.未提供補習班個人資料安全維護計畫。2.擅自增設安親班、數學班科目，與本府立案科目不符合。,糾正件次(列入違規紀錄),2023-12-05,府教社字第1120185861號
16,新竹市弋果美語短期補習班,2023-11-22,新竹市金山七街27號2樓,"1..補習班收托幼兒(學齡前兒童)，與核准招生對象(國小)不符。 2.違規變更室內裝修，原立案10間教室現場稽查3間教室及有一間開放式廚房及2樓夾層。 3.補習班未有獨立大門出入口。",限期改善件次,2023-11-28,府教社字第1120182203號
17,新竹市私立喬太文理短期補習班,2023-11-15,新竹市經國路一段379巷41號3樓,,糾正件次(列入違規紀錄),2023-11-23,府教社字第1120177312號
18,新竹市私立東亞美容髮型短期補習班,2023-11-15,新竹市中華路二段508號4樓之1之2之3,"1.	未提供補習班個人資料安全維護計畫。 2.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 3.	未提供收費收據。",糾正件次(列入違規紀錄),2023-11-21,府教社字第1120177365號
19,新竹市私立艾學爾文理短期補習班,2023-11-15,新竹市林森路169號地下1樓（辦公室）、1樓至4樓,"1.	未提供交通車核備公文。 2.	未與該班學生簽立定型化契約。 3.	未提供補習班個人資料安全維護計畫。",糾正件次(列入違規紀錄),2023-11-21,府教社字第1120177353號
20,小小科學家菁英文教股份有限公司附設新竹市私立小小科學家文理短期補習班,2023-11-15,新竹市民權路266號3樓之1、3樓之2,"1.	未投保公共意外責任險。 2.	未與該班學生簽立定型化契約。 3.	未提供補習班個人資料安全維護計畫。 4.	未提供完整正確之線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 5.	收費收據未記載完整之立案班名也未註明上課科別。 6.	懸掛之招牌班名與核准立案班名不符合。 7.	擅自增設科學實驗及程式設計之科別，與核准立案科目不符合。 8.	本府核准立案班級人數每班為27人，經現場稽查有三間教室（第6、7、8間）坐位逾核定人數。",糾正件次(列入違規紀錄),2023-11-21,府教社字第1120177327號
21,新竹市私立立文文理短期補習班,2023-10-25,"30054  新竹市北區武陵路57號1至4樓","1.	提供補習班個人資料安全維護計畫(簽名與系統教職員人數不符合)。 2.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)，有2位老師未核備、1位行職員未核備。 3.	違規擴大使用武陵路57號1-5樓(原5間教室，現場稽查6間教室)。 4.	未遴用防火管理員、未使用具防焰標示之防焰物品、4樓避難器具緩降機下降空間障礙。",糾正件次(列入違規紀錄),2023-10-27,府教社字第1120165713號
22,新竹市私立丹尼爾文理技藝短期補習班,2023-10-13,新竹市東區關東路56號3樓,"1.未提供交通車逃生演練紀錄及保險證明。 2.違規擴大使用3樓左方兩間教室及後方一間教室；4樓遊樂設施及會議室1間",糾正件次(列入違規紀錄),2023-10-16,府教社字第1120159195號
23,新竹市私立李安貳號文理短期補習班,2023-09-21,新竹市中央路198號2樓,1.收費收據未記載退費規定。,糾正件次(列入違規紀錄),2023-09-26,府教社字第1120150352號
24,新竹市私立教育家文理短期補習班,2023-08-25,新竹市北區延平路一段37號2-4樓,"1.	未提供投保公共意外責任險。 2.	未提供線上登錄設立人、班主任、教職員工名冊(身份 證字號、西元出生年月日等)。 3.	立案證書未懸掛班內。 4.	違規擴大使用延平路一段37號2樓至6樓。(原立案教室3間，現場稽查5間) 5.	違規變更班址至延平路一段36號1樓(現場有3間教室)及37號2樓至6樓。 6.	本市延平路一段36號1樓及37號6樓，未辦理建築物公安簽證申報。  7.	本府核准立案班級人數每班為15人，經現場稽查部分教室逾核定人數。",糾正件次(列入違規紀錄),2023-08-28,府教社字第1120133832號
25,新竹市私立家偉文理技藝短期補習班,2023-07-19,新竹市東區關新路18號1-3樓,"1.	未與該班學生簽立定型化契約。 2.	未提供補習班個人資料安全維護計畫。 3.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)現場有2位職員未核備。 4.	未提供收費收據。",糾正件次(列入違規紀錄),2023-07-24,府教社字第1120115629號
26,新竹市私立凱特文理技藝短期補習班,2023-07-19,新竹市東區關東路147號1樓及2樓,"1.	未與該班學生簽立定型化契約。 2.	未提供補習班個人資料安全維護計畫。 3.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 4.	提供收費收據未記載退費規定。 5.	未辦理建築物公安簽證申報，請於15日內補辦。",糾正件次(列入違規紀錄),2023-07-24,府教社字第1120115590號
27,小小科學家教育事業股份有限公司附設新竹市私立科學家一號文理短期補習班,2023-07-12,新竹市光復路一段485巷11號1樓,"1.	未投保公共意外責任險。 2.	未提供補習班個人資料安全維護計畫。 3.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)現場有1位老師未核備。 4.	未提供收費收據。 5.	懸掛招牌班名與核准立案班名不符。",糾正件次(列入違規紀錄),2023-07-20,府教社字第1120113843號
28,新竹市私立權慧文理短期補習班,2023-07-10,新竹市光華街95巷18號1樓,"1.	未提供建築物公共安全簽證申報都是發展處回函。 2.	未提供消防安檢申報收執聯。 3.	未與該班學生簽立定型化契約。 4.	提供補習班個人資料安全維護計畫(教職員未簽名)。 5.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)，現場有6位教師未核備。 6.	未提供收費收據。 7.	擅自增設美術科、國小國語科、國中國文科。",糾正件次(列入違規紀錄),2023-07-18,府教社字第1120112476號
29,弋果文化事業股份有限公司附設新竹市私立弋果美語文理短期補習班關埔分班,2023-06-28,新竹市東區埔頂一路203號2樓至6樓,1.違規變更班址東區埔頂一路203號1樓。,糾正件次(列入違規紀錄),2023-07-04,府教社字第1120104457號
30,新竹市私立嘉德琳關埔美語短期補習班,2023-06-28,新竹市埔頂里埔頂三路146號1樓,"1.	有使用車輛載送學生，車輛未核備。",糾正件次(列入違規紀錄),2023-07-04,府教社字第1120104386號
31,新竹市私立鴻宇教育文理短期補習班,2023-05-10,新竹市北區中雅里延平路一段159巷8號1-4樓,"1. 未提供與該班學生簽立定型化契約。2.  未提供補習班個人資料安全維護計畫。3.  未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。(稽查有9位教師) 4. 收費收據有記載退費規定，為與本府規定不符。5.本府核准立案班級人數每班為14人，經現場稽查部分教室逾核定人數。",糾正件次(列入違規紀錄),2023-05-15,府教社字第1120077621號
32,新竹市私立伯特美語短期補習班,2023-04-13,新竹市光復路一段354巷2號1樓,"1.未投保公共意外責任險。2.	未與該班學生簽立定型化契約。3.未提供補習班個人資料安全維護計畫。4.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。5.未提供收費收據。",糾正件次(列入違規紀錄),2023-04-13,府教社字第1120060876號
33,新竹市私立耕福田文理短期補習班,2023-03-22,新竹市民族路156之1號2樓至4樓,"1.未與該班學生簽立定型化契約。2.未提供補習班個人資料安全維護計畫。3.	未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4.違規變更班址民族路156號2至4樓。5.	本府核准立案班級人數每班為10人，經現場稽查部分教室逾核定人數。6.	未辦理建築物公安簽證申報，現場張貼不合格告示，並限於7日內補辦；於未完成申報並取得通知書前，不得擅自撕毀告示，以免觸犯刑法第141條損毀文告罪。告示編號:1120322-01",糾正件次(列入違規紀錄),2023-03-31,府教社字第1120055602號
34,新竹市弋果美語短期補習班,2022-12-07,新竹市金山七街27號2樓,學生皆為幼兒園學生,糾正件次(列入違規紀錄),2022-12-16,府教社字第1110188038號
35,新竹市私立百分百短期補習班,2022-11-30,新竹市博愛街92巷8號1-2樓,"1.未提供投保公共意外責任險。2.未提供補習班個人資料安全維護計畫。3.未與該班學生簽立定型化契約書。4.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。5.立案證書未懸掛於班內明顯處。6.違規擴大使用博愛街92巷8號1樓至2樓(原立案教室2間，現場稽查4間教室)作為班舍使用。7.        未落實補習班學生用餐衛生防護措施，用餐前後勤洗手，回座位噴酒精。8.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」。9.        建議現場可加裝住宅用火災警報器，已達火災早發現早應變之效。",糾正件次(列入違規紀錄),2022-12-05,府教社字第1110182354號
36,新竹市私立立弘文理短期補習班,2022-11-16,新竹市民富街169號2樓,現場無營業跡象,糾正件次(列入違規紀錄),2022-11-17,府教社字第1110175031號
37,新竹市私立印地安文理短期補習班,2022-11-16,新竹市金竹路82號1樓及78號1-3樓,1.未提供補習班個人資料安全維護計畫。2.懸掛招牌書寫安親班、課輔班字樣。3.擅自增設國中自然(理化)科目、國中全科科目、安親課輔科目、小一正音班。4.違規擴大使用金竹路78號1樓至3樓、82號1樓(原立案教室2間，現場稽查5間教室)作為班舍使用。,糾正件次(列入違規紀錄),2022-11-23,府教社字第1110176051號
38,新竹市私立康寧關新文理才藝短期補習班,2022-11-09,新竹市關新北路181號1樓,1.未提供與該班學生簽立定型化契約。2.有使用車輛載送學生，車輛未核備。3.未提供補習班個人資料安全維護計畫。4.違規變更班址至關新北路181號2樓，作為班舍使用。5.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。,糾正件次(列入違規紀錄),2022-11-17,府教社字第1110172191號
39,新竹市私立A1智慧教室文理短期補習班,2022-11-02,新竹市光復路一段268巷13號1樓,"1.未提供補習班個人資料安全維護計畫。2.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.未與該班學生簽立定型化契約書。4.未提供收費收據。5.未懸掛立案證書。6.擅自增設幼兒園雙語先修科目、日文課科目。7.未提供投保公共意外責任險。8.未提供建築物公共安全簽證申報都市發展處回函。9. 未提供消防安檢申報收執單。未提供「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-11-07,府教社字第1110168155號
40,新竹市私立德利國際語文技藝短期補習班,2022-11-02,新竹市光復路一段327號1樓至2樓,"1.未提供補習班個人資料安全維護計畫。2.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.未與該班學生簽立定型化契約書。4.未提供收費收據。5.未懸掛立案證書。6.未提供投保公共意外責任險。7.未提供建築物公共安全簽證申報都市發展處回函。8.未提供消防安檢申報收執單。9.未提供「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-11-07,府教社字第1110168209號
41,新竹市私立喬治美語文理短期補習班,2022-10-26,新竹市金竹路38號2-3樓,"1.未提供補習班個人資料安全維護計畫。2.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.未與該班學生簽立定型化契約書。4.未提供收費收據。建議現場可加裝住宅用火災警報器，火災發生可以早發現早應變。5.建議現場可加裝住宅用火災警報器，火災發生可以早發現早應變。6.違規變更班址至金竹路38號1樓，作為班舍使用。7.未落實盤點從業人員及學生造冊(量體溫)。8.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-11-02,府教社字第1110165928號
42,新竹市私立劍橋短期補習班,2022-10-19,新竹市光復路一段322號二樓,"1.未提供補習班個人資料安全維護計畫。2.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.投保公共意外責任險已逾期。4.懸掛招牌書寫安親班、課輔班字樣。5.        後側逃生出口旁居室(儲藏空間)請依規檢討是否需增設火警探測器。6. 違規擴大使用光復路一段322號2樓(原立案教室3間，現場稽查6間教室)作為班舍使用。7. 未落實盤點從業人員及學生造冊(量體溫)。8. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」。",糾正件次(列入違規紀錄),2022-10-24,府教社字第1110161908號
43,新竹市私立新世紀文理短期補習班,2022-10-19,新竹市光復路一段108巷38號1樓,現場無營業跡象,糾正件次(列入違規紀錄),2022-10-26,府教社字第1110163003號
44,新竹市私立華星文理短期補習班,2022-10-12,新竹市東山街32巷8號1樓,"1.未提供補習班個人資料安全維護計畫。2.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.未提供與該班學生簽立定型化契約。4.未提供投保公共意外責任險。5.        未提供收費收據。6.未出示111年度消防安全設備檢修申報書。(未出示消防安檢申報收執單)7.未提供建築物公共安全簽證申報都市發展處回函。8.違規變更班址至東山街32巷8號地下一樓作為班舍使用。9.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」",糾正件次(列入違規紀錄),2022-10-19,府教社字第1110159568號
45,新竹市私立瑜躍文理短期補習班,2022-10-12,新竹市東山街51號及51號2樓,"1.未提供補習班個人資料安全維護計畫。2.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.未提供與該班學生簽立定型化契約。4.未提供履約保證機制期繳文件。5.收費收據有記載退費規定，惟與本府規定不符合。6.緩降機旁堆放雜物，影響逃生使用。(建議設置一具避難器具標示燈)7.違規擴大使用東山街51號2樓(原立案教室4間，現場稽查5間教室)作為班舍使用。8.未落實盤點從業人員及學生造冊(量體溫)。9.        未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-10-19,府教社字第1110159358號
46,新竹市私立君明文理短期補習班,2022-10-12,新竹市東山街30號1樓,"1.未提供補習班個人資料安全維護計畫。2.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)3.未提供與該班學生簽立定型化契約4.投保公共意外責任險已逾期。5.未辦理建築物公安簽證申報(無建築物公共安全簽證申報都市發展處回函)。6.        地下一樓及地上2層請依規檢討設計(置)消防設備。7.違規擴大使用東山街30號地下一樓及2樓(原立案教室1間，現場稽查5間教室)作為班舍使用。8.未落實盤點從業人員及學生造冊(量體溫)。9.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-10-19,府教社字第1110159593號
47,新竹市私立學立6號文理短期補習班,2022-09-14,新竹市延平路一段433號1樓,現場無營業跡象,糾正件次(列入違規紀錄),2022-09-14,府教社字第1110141198號
48,新竹市私立偉文文理短期補習班,2022-08-31,新竹市東門街46號2樓,"1.未提供補習班個人資料安全維護計畫。2.        未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.收費收據有記載退費規定，惟與本府規定不符合。4.        緩降機之操作空間不足，部分避難器具標示燈設置位置不當。5.        違規變更班址至東門街46號3樓，擅自作為班舍使用。6.        未落實盤點從業人員及學生造冊(量體溫)。7.        未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-09-02,府教社字第1110134735號
49,新竹市私立李安文理短期補習班,2022-08-31,新竹市東門街48號、50號7樓,"1.未提供補習班個人資料安全維護計畫。2.        未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。3.擅自增設國中數學科目、國中英檢科目、國三全科；小六家教數學班、國中國文科目、作文科目。4.        違規擴大使用東門街48、50號7樓。(原立案2間教室，現場稽查3間教室)5.緩降機之操作空間不足。(擺放課桌椅)6.出入人員未落實體溫量測及盤點從業人員及學生造冊。7.        未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-09-01,府教社字第1110134679號
50,新竹市私立成真文理短期補習班,2022-08-10,新竹市經國路三段92巷10號1樓,"1.未提供與該班學生簽立定型化契約。2.未提供投保公共意外責任險。3.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。(未確實核備教職員工)4.未提供補習班個人資料安全維護計畫。5.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。6.出入人員未落實體溫量測及盤點從業人員及學生造冊。7.        未提供建築公共安全簽證申報都市發展處回函。8.        未辦理建築物公安簽證申報，現場張貼不合格告示，並限於7日內補辦；於未完成申報並取得通知書前，不得擅自撕毀告示，以免觸犯刑法第141條損毀文告罪。告示編號:1110810-1。",限期改善件次,2022-08-17,府教社字第1110126037號
51,新竹市私立盧老師文理短期補習班,2022-08-03,新竹市食品路478號1樓,"1.未提供與該班學生簽立定型化契約。2.未提供投保公共意外責任險。3.未提供補習班個人資料安全維護計畫。4.未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。5.        未提供收費收據未記載退費規定。6.擅自增設國文會考科目、作文科目，國中英文科目。7.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-08-08,府教社字第1110121804號
52,新竹市私立權慧文理短期補習班,2022-07-27,新竹市光華街95巷18號1樓,"1未與該班學生簽立定型化契約2. 未提供補習班個人資料安全維護計畫。3. 有提供收費收據有記載退費規定，惟與本府規定不符合。4.現場稽查教室1座位有34個座位，與本府核准立案不符合(核准立案人數每班14人)。5.出入人員未採實聯制，並盤點從業人員及學生造冊。6.未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」。7.        無法保持通風之教室或密閉空間，以不開放為原則。維持教室之學習場域環境通風；開冷氣或空調時，門可關閉，但應開啟扇窗，每扇至少開啟15公分，以利通風。現場稽查4間教室未開扇窗保持通風。",糾正件次(列入違規紀錄),2022-07-28,府教社字第1110116961號
53,新竹市私立喬太文理短期補習班,2022-07-20,新竹市經國路一段379巷41號3樓,"1. 未與該班學生簽立定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4. 有使用車輛載送學生，車輛未核備。5. 收費收據有記載退費規定，惟與本府規定不符合。6. 違規使用經國路一段379巷41號3樓。(原立案9間教室，現場稽核10間教室)7. 出入人員未採實聯制，並盤點從業人員及學生造冊。8. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。9. 未提供建築物公共安全簽證申報都市發展處回函。",糾正件次(列入違規紀錄),2022-08-22,府教社字第1110113314號
54,新竹市私立亮榮昌文理短期補習班,2022-05-11,新竹市明湖路180號2樓之2,"1. 未與該班學生簽立定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4. 擅自增設國中菁英科目、國三會考科目、國一先修科目。5. 違規變更班址使用明湖路180號一樓二樓之2。6. 建築物公共安全簽證申報都市發展處函要提改 善。7. 一樓未設消防設備及未檢修申報。8. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-05-19,府教社字第1110080756號
55,新竹市私立文欣文理短期補習班,2022-05-04,新竹市建功一路152號1樓至4樓,"1. 未與該班學生簽立定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 現場查核有3位老師、1位職員與系統登錄資料不符。4.        違規變更班址使用建功路1號1樓。5. 出入人員未採實聯制，並盤點從業人員及學生造冊。6. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」。",糾正件次(列入違規紀錄),2022-05-12,府教社字第1110077282號
56,新竹市私立喬安文理短期補習班,2022-04-20,新竹市四維路100號1至4樓,"1.未與該班學生簽立定型化契約。2. 未提供補習班個人資料安全維護計畫。3. 未提供線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。4. 違規變更班址使用四維路100號5樓。5. 出入人員未採實聯制，並盤點從業人員及學生造冊。6. 未提供「短期補習班從業人員接種COVID-19防疫管理指引自我檢查表」及「短期補習班從業人員接種COVID-19防疫名冊」7. 地墊未出示防焰物品證明，5樓未納入消防設備檢修申報。",糾正件次(列入違規紀錄),2022-04-22,府教社字第1110067647號
