序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
11,新竹市私立德恩美日語中央分校短期補習班,2020-10-28,新竹市中央路198號6樓,"未與該班學生簽立定型化契約。其收費方式採一次性繳納，並無採用任何履約保證機制。未訂定補習班個人資料安全維護計畫。未完成線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。其收費收據有記載退費規定，惟與本府規定不符合。懸掛招牌班名與核准立案班名不符合。擅自增設中文科目。違規擴大使用中央路198號6樓(原立案2間教室；稽查後為6間教室)。",糾正件次(列入違規紀錄),2020-11-06,府教社字第1090169244號
12,驅勢文教事業有限公司附設新竹市私立驅勢語文短期補習班,2020-10-07,新竹市民族路31號4樓,"該班補習服務契約內容與本符規定不符。未訂定補習班教職員工之個人資料安全維護計畫。設立人、班主任、教職員工名冊線上未即時登錄完整正確(身分證字號、西元出生年月日、學經歷資料) 。收費收據內容未記載退費規定。補習班內明顯處未懸掛立案證書。懸掛招牌班名與核准立案班名不符合。違規變更班址至中華路二段417號2-3樓。(自5月份初查至今，9/29送申請變更班址) 。",糾正件次(列入違規紀錄),2020-10-14,府教社字第1090156764號
13,新竹市私立英語花園美語短期補習班,2020-08-26,新竹市綠水里綠水路51號,"1.該班學生簽立補習班定型化契約內容未詳載收費方式以及履約保證機制。 2.未訂定補習班個人資料安全維護計畫。 3.	未完成線上登錄設立人、班主任、教職員工名冊 (身份證字號、西元出生年月日等)。 4.懸掛招牌班名與核准立案班名不相符合。 5.違規擴大使用綠水路51號1F(原立案3間教室；現場稽查後擅自增設兩間教室。",糾正件次(列入違規紀錄),2020-08-31,府教社字第1090133728號
14,新竹市私立偉文文理短期補習班,2020-08-21,新竹市東門街46號2樓,未與該班學生簽立補習班定型化契約。未訂定補習班個人資料安全維護計畫。違規擴大使用東門街46號1-3樓(原立案只有二樓、一間教室),糾正件次(列入違規紀錄),2020-08-26,府教社字第1090130965號
15,新竹市私立嘉因文理短期補習班,2020-08-21,新竹市民族路265號1、2樓及閣樓；民族路269號2樓、3樓,部分窗簾未使用附有防焰標示的窗簾。未投保公共意外責任險。未與該班學生簽立補習班定型化契約。採一次全部繳納方式收取費用，未提供履約保證機制。未訂定補習班個人資料安全維護計畫。未完成線上登錄設立人、班主任、教職員工名冊(身份證字號、西元出生年月日等)。懸掛招牌書寫安親班、課輔班字樣。擅自增設國中英文科目、高中英文科目、成人英文科目。違規擴大使用民族路265號1-2樓及閣樓和民族路269號1-3樓。違規變更班址至民族路267號1樓。,糾正件次(列入違規紀錄),2020-08-26,府教社字第1090131023號
16,新竹市私立勝成文理短期補習班,2020-08-05,新竹市延平路二段95之4號1樓至3樓,未簽訂定型化契約、教職員名冊未出示、收據未出示、懸掛安親.課輔等字樣、違規擴班舍95-4號1-3樓,糾正件次(列入違規紀錄),,
17,新竹市私立恆悅文理短期補習班,2020-08-05,新竹市東大路三段467巷13號1樓,未投保公共意外責任險、未簽訂定型化契約、定型未訂定個人安全維護計畫、教職員名冊未出示、收據未依規定印製、懸掛安親.課輔等字樣、未辦理公安建築109年申報、未辦理消防109年申報、滅火器未實施性能檢測、部分區域未設置滅火器、未選用防火理人,糾正件次(列入違規紀錄),2020-08-07,府教社字第109012641號
18,新竹市私立智恩文理短期補習班,2020-07-29,新竹市關新北路153號1樓,未訂定個人安全維護計畫、教職員名冊未出示、收據未依規定印製、擅自增設美術科目、擴大違規使用153號2樓、違規擴增班址155號1樓,糾正件次(列入違規紀錄),2020-08-06,府教社字第1090120849號
19,新竹市私立中美英語會話短期補習班,2020-07-14,新竹市南大路403號1-2樓,"1.3F滅火器未實施性能檢測。 2.1F、2F部分教室未設立緊急照明燈，3F緊急照明燈故障。 3.3F避難器具緩降機未有操作說明，下降空間障礙。 4.未與該班學生簽立定型化契約。 5.	未訂定補習班個人資料安全維護計畫。 6.	設立人、班主任、教職員工名冊線上未即時登錄完整正確(身分證字號、西元出生年月日、學經歷資料) 。 7.	收費收據內容未記載退費規定。 8.立案證書未懸掛於班內明顯處。 9.懸掛招牌班名與核准立案班名不符合。 10.懸掛招牌書寫安親班、課輔班字樣。 11.擅自增設數學科目、課輔科目、自然科目、國中理化科目。 12.違規擴大使用南大路403號3樓",糾正件次(列入違規紀錄),2020-07-21,府教社字第1090112343號
20,新竹市私立愛丁堡美語短期補習班,2020-07-14,新竹市光華北街49號,"1.2F、3F緩降機下降空間障礙。(遮雨棚) 2.	原投保公共安全意外責任險保險期限已逾期。 3.未訂定補習班個人資料安全維護計畫。 4.	設立人、班主任、教職員工名冊線上未即時登錄完整正確(身分證字號、西元出生年月日、學經歷資料) 5.擅自增設安親科目、國小數學科目。 6.補習班懸掛招牌班名與核准立案班名不符。",糾正件次(列入違規紀錄),2020-07-21,府教社字第1090112366號
21,新竹市私立中和英語短期補習班,2020-07-14,新竹市中和路95巷7號1樓,"1.未與該班學生簽立定型化契約。 2.未訂定補習班個人資料安全維護計畫。 3.設立人、班主任、教職員工名冊線上未即時登錄完整正確(身分證字號、西元出生年月日、學經歷資料) 。4.收費收據內容未記載退費規定。 5.懸掛招牌書寫安親班、課輔班字樣。 6.擅自增設國中數學科、國中理化科、國小課輔科、國中英文科、音樂、手作等科目。 7.違規擴大使用中和路95巷7號2樓",糾正件次(列入違規紀錄),2020-07-21,府教社字第1090112241號
22,高點數位科技股份有限公司附設新竹市私立高點建國文理短期補習班,2020-07-08,新竹市民族路7號4、5樓,"1.違規擴大使用4樓教室。原設立時教室為1間，現場稽查後發現增設1間教室。 2.自增設美語科。",糾正件次(列入違規紀錄),2020-07-15,府教社字第1090109194號
23,新竹市私立大正短期補習班,2020-07-08,新竹市自由路101號2樓,"1.現場未提供有效期限內建築物公共安全檢查核准文件。 2.	緩降機懸臂需加長，下降空間障礙。 3.補習班個人資料安全維護計畫未訂定。 4.	設立人、班主任、教職員工名冊線上登錄未完整。 5.部分招牌班名與核准立案班名不符合。 6.違規擴大使用2樓教室。原設立時教室為2間，現場稽查後發現增設3間教室。",糾正件次(列入違規紀錄),2020-07-15,府教社字第1090109122號
24,新竹市私立築科文理短期補習班,2020-03-25,新竹市東門街36號5樓,"未與學生簽立定型化契約。 未辦理履約保證機制。 未訂定補習班個人資料安全維護計畫。 教職員工名冊線上登錄未完整。 課表科目與核准立案科目不符，擅自增設機械、電子學、經濟、設計等科目。 違規擴大使用東門街36號6樓。",糾正件次(列入違規紀錄),2020-04-16,"府教社字第1090060589 號"
25,新竹市私立名城美容美髮短期補習班,2020-03-25,新竹市民族路22號4樓,"未出示公共意外責任險保單。 未與學生簽立定型化契約。 未訂定補習班個人資料安全維護計畫。 教職員工名冊線上登錄未完整。 懸掛招牌與立案班名不符。違規變更班地址至新竹市民族路31號4樓。",糾正件次(列入違規紀錄),2020-04-16,府教社字第1090060610號
26,新竹市私立聯合文理短期補習班光華分班,2019-12-11,新竹市光華二街7號1-2樓,2樓緩降機無法使用(窗口有帆布)、未辦理消防設備檢修申報、未辦理建築物公安簽證申報，現場張貼不合格告示：5029、未出示公共意外責任險保單、未出示與該班學生簽立之定型化契約、未出示補習班個人資料安全維護計畫、未出示收費收據、未出示教職員工名冊、擅自增設國中國文科目、違規變更班舍，現場1樓設置2間教室、2樓設置3間教室(1間現為儲藏室)。,糾正件次(列入違規紀錄),2019-12-16,府教社字第1080188808號
27,新竹市私立耕福田文理短期補習班,2019-12-04,新竹市民族路156之1號2樓至4樓,107年度建築物公共安全簽證申報不合格、未與該班學生簽立定型化契約、按季收費，未出示履約保證機制、教職員工名冊線上登錄不完整、擅自增設高中數學、理化科目、違規擴大使用民生路66號2-3樓。,糾正件次(列入違規紀錄),2019-12-06,府教社字第1080185314號
28,新竹市私立奕碩文理短期補習班,2019-12-04,新竹市經國路一段379巷17號1-2樓,現場未具有防焰標示之防火窗簾、未辦理建築物公安簽證申報、、未投保公共意外責任險、未訂定補習班個人資料安全維護計畫、教職員工線上登錄不完整、收費收據有記載退費規定，惟與本府規定不符合、現場1樓101教室共有14位國小學生及1位老師、102教室有10位國小學生及1位老師正在上課，已超過立案核准班級數及招收人數。,糾正件次(列入違規紀錄),2019-12-06,府教社字第1080185244號
29,新竹市私立教育家文理短期補習班關東分班,2019-11-13,新竹市關東路106號1樓至4樓,原班主任已離職未辦理班主任變更、教職員工線上登錄不完整、未辦理履約保證機制、擅自增設國小作文科目(現場四樓共有45位國小學生正在上國語作文課)、現場共6間教室與立案核准教室數不符。,糾正件次(列入違規紀錄),2019-11-20,府教社字第1080175814號
30,新竹市私立康寧關新文理才藝短期補習班,2019-11-13,新竹市關新北路181號1樓,違規擴大使用新竹市關新北路181號2樓，設置4間教室，共有23位學生正在上課。未出示建築物公共安全簽證申報都市發展處回函、消防安檢收執單、公共意外責任險保單、與該班學生簽立之定型化契約、補習班個人資料安全維護計畫、收費收據。教職員工名冊限上登錄不完整(現場共有2位外籍教師)。有使用車輛載送學生未報府核備。,停止招生三個月,2019-11-20,府教社字第1080168310號
31,新竹市私立智恩文理短期補習班,2019-10-02,新竹市關新北路153號1樓,請加裝住宅用火災警報器、1樓1具滅火器失壓、1MF走廊照明燈測試不亮、1MF滅火器缺標示牌、面積200平方公尺以上應實施防火管理及使用防焰窗簾(現場未見標籤)、未辦理建築物公安簽證申報，現場張貼不合格告示：5026，並限於7日內補辦、無建築物公共安全簽證申報都市發展處回函、有使用車輛載送學生，未報府備查、未出示與該班學生簽立之定型化契約、未出示個人資料安全維護計畫、未出示教職員名冊、違規擴大使用關新北路153號2樓,糾正件次(列入違規紀錄),2019-10-05,府教社字第1080153047號
32,新竹市私立陽明文理短期補習班,2019-09-25,新竹市東南街227號1樓至2樓、東南街231號、233號1樓至2樓,1.現場無住宅用火災警報器，227號、231號及233號皆須加裝、避難層出入口後方雜物堆置、未依規定維護建築物合法使用與其構造及設備安全，為反建築法第七十七條第一項規定、未出示231號及233號公共意外責任險保單、未出示與學生簽立之定型化契約、未出示教職員工名冊，線上登錄不完整、231號及233號懸掛招牌班名與核准立案班名不符合、231號及233號現場1樓教室有23位學生、2樓教室有32位國中學生正在上課，已超過每班學生人數上限。,糾正件次(列入違規紀錄),2019-09-30,府教社字第1080149374號
33,新竹市私立小博士文理短期補習班,2019-09-18,新竹市中正路284巷4號1樓,未出示與學生簽立之定型化契約、未出示補習班個人資料安全維護計畫、未出示未記載退費規定、未出示教職員工名冊、違規擴大使用中正路284巷4號2樓，共3間教室，28名學生正在寫作業。,糾正件次(列入違規紀錄),2019-09-23,府教社字第1080145388號
34,新竹市私立大蘋果美語短期補習班,2019-09-11,新竹市國華街72巷8號1樓,已無營業跡象逾三個月,公告撤銷立案,2019-09-26,府教社字第1080142673號
35,新竹市私立勝成文理短期補習班,2019-08-28,新竹市延平路二段95之4號1樓至3樓,部分滅火器未性能檢測、部分緊急照明燈故障、3樓教室窗廉未使用附有防焰標示之防焰物品、現場未出示建築物公共安全簽證申報都市發展處回函、現場未出示消防安檢申報收執單、現場未出示與學生簽立之定型化契約、現場未出示補習班個人資料安全維護計畫、現場未出示收費收據、立案證書未懸掛於班內明顯處、現場6間教室，與立案核准教室不符、違規擴大使用新竹市延平路二段95-4號4樓及新竹市延平路二段95-5號3樓。,糾正件次(列入違規紀錄),2019-08-30,府教社字第1080135235號
36,新竹市私立新儒林文理短期補習班,2019-06-19,新竹市關東里光復路一段268巷63號4樓,未依原核定之建築物使用執照登載用途使用、未出示與學生簽立之定型化契約(無辦理履約保整機制)、未出示收費收據。,糾正件次(列入違規紀錄),2019-06-25,府教社字第1080100116號
37,新竹市私立米羅語文短期補習班,2019-06-12,新竹市建中路48號1樓(擴充班舍至42號1樓)、建功一路202、206號1-3樓,未出示107年度消防安全設備檢修申報資料、現場1部升降設備不合格、夾層涉及違建、新竹市建中路48號1樓、建功一路202、206號1-3樓皆未投保公共意外責任險、未出示與學生簽訂之定型化契約、未出示補習班個人資料安全維護計畫、教職員工名冊線上登錄不完整、未出示收費收據與退費規定、招牌書寫安親班、課輔班字樣。,糾正件次(列入違規紀錄),2019-06-25,府教社字第1080095925號
38,新竹市私立莉蒂亞文理技藝短期補習班,2019-06-12,新竹市建功一路190號1-3樓、192號1-3樓,現場1部升降設備不合格、夾層涉及違建,糾正件次(列入違規紀錄),2019-06-25,府教社字第1080082288號
39,新竹市私立康寧關新文理才藝短期補習班,2019-05-22,新竹市關新北路181號1樓,現場抽查2樓亦提供補習班用途，但107年度檢修申報表未包含2樓、現場2樓備有滅火器，請依法補設相關消防安全設備、現場1樓教室有1具緊急照明燈遺失、現場未出示定型化契約及履約保證機制、收費收據與退費規定、教職員工名冊線上登錄不完整(現場有一位外籍老師正在上課)、違規擴大使用關新北路181號2樓(4間教室)。,糾正件次(列入違規紀錄),2019-05-22,府教社字第1080084092號
40,新竹市私立紐約王美語文理短期補習班,2019-05-15,新竹市東區光復路一段593號1樓至3樓,抽查部分滅火器及標示設備均合格、未出示公共意外責任險保單、有使用車輛載送學生，未報府備查、未出示履約保證機制、未出示補習班個人資料安全維護計畫、未出示教職員工名冊，線上教職員登錄未完整(現場有3位外籍教師正在上課)、未出示收費收據、立案證書未懸掛於班內明顯處、現場共有7間教室，與立案核准教室數目不符。,糾正件次(列入違規紀錄),2019-05-20,府教社字第1080081480號
41,新竹市私立耕福田文理短期補習班,2019-04-03,新竹市民族路156之1號2樓至4樓,擴大使用部位(2樓、3樓)應設置消防安全設備、避難器具下降空間障礙、防火管理人應重新遴用並提報防護計畫書、未辦理建築物公安簽證申報、未投保公共意外責任險、未與該班學生簽立定型化契約、未訂定補習班個人資料安全維護計畫、教職員工名冊不完整、未出示收費收據及退費規定、現場有高中課程文宣，與核准招收對象不符；招牌有招收自然科，與核准招收科目不符、違規擴大使用民族路154號2-3樓(民生路64號),糾正件次(列入違規紀錄),2019-04-10,府教社字第1080060328號
42,新竹市私立大正短期補習班,2019-04-03,新竹市自由路101號2樓,避難器具操作障礙、未投保公共意外責任險、未與該班學生簽立定型化契約、教職員工名冊不完整，現場有3位女老師，1位外籍教師、未出示收費收據及退費規定、招牌有三之三安親課輔字樣，3間教室內共計有13位學生在寫作業，涉及課後照顧服務、現場教室有5間，與核准立案教室數目不符,糾正件次(列入違規紀錄),2019-04-11,府教社字第1080060551號
43,新竹市私立民族文理短期補習班,2019-03-27,新竹市民族路257號1-2樓,總樓地板面積查200平方公尺以上之補習班應遴用防火管理人，本案使用面積達215.14平方公尺、1樓後側1間辦公室應加裝住宅用火災警報器、避難層以外樓層出入口雜物(書桌)堆置、現場1部升降設備無使用許可、經確認該班室內裝修與原申請立案之圖面不符、未出示公共意外險投保證明、有使用車輛載送學生未報府備查、未出示與學生簽立之定型化契約、未出示收費收據、現場1樓12位學生正在上課，2樓3位國小學生在寫作業，涉及兒童課後照顧服務、宣傳文宣與立案核准科目不符,糾正件次(列入違規紀錄),2019-04-09,府教社字第1080059786號
44,新竹市私立邦尼文理短期補習班,2019-03-20,新竹市西大路755號,"現場未留存檢修申報書(107年度)、有使用車輛接送學生未報府備查、未與該班學生簽立定型化契約、未辦理履約保證機制、未訂定補習班個人資料安全維護計畫、教職員員工名冊線上登錄未完整、收費收據未記載退費規定，收據抬頭與核准班名不符 、擅自增設國語科、社會科、違規擴大使用西大路757號3樓做為教室、懸掛招牌書寫課輔班字樣，涉及兒童課後照顧服務",糾正件次(列入違規紀錄),2019-04-09,府教社字第1080059326
45,新竹市私立法老師文理短期補習班,2019-03-20,新竹市民族路253號1樓及2樓之1,未依規定辦理消防檢修申報書(現場無法出示)、未辦理建築物公安簽證申報、現場公共意外責任險投保證明書已過期、有使用車輛載送學生未報府備查、未與該班學生簽立定型化契約、未辦理履約保證機制、現場未出示教職員員工名冊、現場未出示收費收據、懸掛招牌班名與核准立案班名不符合、擅自增設國小數學科目、現場有18位學生正在上數學課,糾正件次(列入違規紀錄),2019-04-09,府教社字第1080059757號
46,新竹市私立丹尼爾美語短期補習班,2019-03-13,新竹市關東路66號,未與該班學生簽立定型化契約、未出示收費收據、現場出示教職員工名冊與線上系統登錄之名冊不符、現場多幼兒學生使用關東路66號屋後違建區域、招牌懸掛關東幼兒園字樣。,糾正件次(列入違規紀錄),2019-05-23,府教社字第1080064231號
47,新竹市私立東亞美容髮型短期補習班,2019-03-06,新竹市中華路2段508號4樓之1之2之3。,未出示與學生簽立之定型化契約書(未辦理履約保證機制)、未出示短期補習班個人資料檔案安全維護計畫、收費收據有記載退費規定，惟與本府規定不符合,糾正件次(列入違規紀錄),2019-03-13,府教社字第1080045297號
48,新竹市私立偉傑英數文理短期補習班學府分班,2018-10-03,新竹市學府路373號1-2樓,招牌上顯示有招收國中生，與立案核准對象不符。1樓設有2間教室，2樓設有5間教室，與立案核准教室間數不符。,限期改善件次,2018-10-05,府教社字第1070152085號
49,部落森數位文創有限公司附設新竹市私立部落森文理短期補習班,2018-10-03,新竹市東南街139號2-3樓,違規擴大使用東南街139號4樓。,限期改善件次,2018-10-05,府教社字第1070152315
50,新竹市私立永曜文理短期補習班,2018-09-05,新竹市建功一路170號1-4樓,未出示定型化契約、未出示補習班個人資料安全維護計畫、未辦理履約保證機制、立案證書未懸掛於班內明顯處、收費收據未記載退費規定、懸掛招牌書寫安親班課輔班字樣,限期改善件次,2018-09-07,府教社字第1070137163號
51,新竹市私立成功文理短期補習班,2018-08-29,新竹市東門街46號4樓(93.05.05府教社字第0930055571號函准予變更班址),未出示補習班個人資料維護計畫書、未辦理履約保證機制、收費收據有記載退費規定，惟與本府規定不符合、擅自增設科目、違規擴大使用新竹市中華路二段312巷11號1-4樓,限期改善件次,2018-08-31,府教社字第1070133742號
52,新竹市私立史丹佛美語短期補習班,2018-07-04,新竹市光明里14鄰大學路81巷3弄51號,2樓緩降機周圍操作障礙，未保有操作面積，開口面積障礙且下降空間障礙。頂樓避難方向指示燈方向錯誤。未出示補習班個人資料安全維護計畫。新竹市補習班資訊系統登錄教職員工資料不完整。未出示收費收據。立案證書未懸掛於班內明顯處。,限期改善件次,2018-07-06,府教社字第1070106071號
53,弋果文化事業股份有限公司附設新竹市私立旗艦美語短期補習班,2018-07-04,新竹市金山六街5號,未出示與學生簽立定型化契約。未出示補習班個人資料維護計劃。於新竹市補習班資訊系統登錄教職員工資料不完整。立案證書未懸掛於班內明顯處。擅自增設科目。擅自擴大班舍。,限期改善件次,2018-07-09,府教社字第1070106556號
54,新竹市弋果美語短期補習班,2018-07-04,"新竹市金山七 街27號2樓",未出示與學生簽立定型化契約。未出示補習班個人資料維護計劃。於新竹市補習班資訊系統登錄教職員工資料不完整。未出示收費收據。立案證書未懸掛於班內明顯處。現場為幼兒園使用，2樓設有廚房及用餐區，無補習班之用途。,限期改善件次,2018-07-09,府教社字第1070106231號
55,新竹市私立李安文理短期補習班,2018-06-27,新竹市東門街48號、50號7樓,未出示公共意外責任險保單。未出與學生簽立定型化契約。未出示補習班個人資料安全維護計劃。未出示收費收據。違規擴大班舍。,限期改善件次,2018-07-05,府教社字第1070104880號
56,新竹市私立竹辰美語短期補習班,2018-06-13,新竹市東光路47號1樓至2樓,涉及課照、有使用交通車載送學生，車輛請依規報府備查。,限期改善件次,2018-06-22,府教社字第1070095675
57,新竹市私立快樂地文理短期補習班,2018-06-06,新竹市東大路3段380-2號1-2樓,擅自將東大路3段380-2號3樓作為班舍使用,限期改善件次,2018-06-15,府教社字第1070092338號
58,新竹市私立漢聲文理短期補習班,2018-05-30,新竹市東大路四段273號2樓至4樓,擅自遷址至延平路三段513號1樓作為班舍使用,限期改善件次,2018-06-05,府教社字第1070088654號
59,新竹市私立英翰英語短期補習班,2018-05-16,新竹市自由路109號1樓至2樓,涉及課照、擅自擴增班舍,限期改善件次,2018-05-30,府教社字第1070084077號
60,新竹市私立維肯美語文理短期補習班,2018-05-09,新竹市湳雅街91-1號4樓,未出示與學生簽立之定型化契約,限期改善件次,2018-05-29,府教社字第1070084075號
61,新竹市私立迅英美語短期補習班,2018-04-18,新竹市林森路187號3樓之4,已無營業跡象,公告撤銷立案,2018-06-13,府教社字第1070087050號
62,新竹市私立嘉因文理短期補習班,2018-03-28,新竹市民族路265號1、2樓及閣樓；民族路269號2樓、3樓,涉及課照,限期改善件次,2018-04-03,府教社字第1070055959號
63,新竹市私立佳典文理短期補習班,2018-03-21,新竹市東區關新北路181號1樓(關新北路183號1樓至2樓),違規變更班址,限期改善件次,2018-03-30,府教社字第1070054703號
64,新竹市私立愛迪標文理短期補習班,2017-09-06,新竹市光復路2段298巷7弄16號1樓,班務缺失、違規擴大使用班舍,限期改善件次,2017-09-22,府教社字第1060139611號
65,新竹市私立傑揚文理短期補習班,2017-08-23,新竹市埔頂路123號A棟1樓及123號A棟2樓,班務缺失,限期改善件次,2017-08-30,府教社字第1060127509號
66,新竹市私立永曜文理短期補習班,2017-08-02,新竹市建功一路170號1-4樓,班務缺失、教室數與核定不符,限期改善件次,2017-08-07,府教社字第1060116200號
67,新竹市私立璽理文理短期補習班,2017-07-26,新竹市東南街271號1樓至2樓,班務缺失,限期改善件次,2017-08-07,府教社字第1060116093號
68,新竹市私立聯成電腦短期補習班,2017-07-19,新竹市中華路二段387號1-3樓,班務缺失及擅自遷址,限期改善件次,2017-08-04,府教社字第1060115450號
69,新竹市私立艾學爾文理短期補習班竹光分班,2017-06-28,新竹市延平路一段214巷67號1樓,"1.班務缺失 2.違規擴大使用延平路一段214巷67號2樓",限期改善件次,2017-07-31,府教社字第1060112359號
70,新竹市私立艾學爾文理短期補習班,2017-06-26,新竹市林森路169號地下1樓（辦公室）、1樓至4樓,擅自增設科目、招牌書寫課輔字樣,限期改善件次,2017-07-28,府教社字第1060111746號
71,新竹市私立艾學爾文理短期補習班牛埔分班,2017-06-21,新竹市香山區牛埔東路321號1樓至2樓,班務缺失、涉及課照,限期改善件次,2017-07-26,府教社字第1060111066號
72,新竹市私立學智文理短期補習班,2017-06-07,新竹市學府路443號1-2樓,班務缺失、違規擴大使用班舍,限期改善件次,2017-06-22,府教社字第1060092160號
73,新竹市私立文勝文理短期補習班,2017-05-17,新竹市湳中街121巷19號1樓至4樓,擅自遷址至湳中街121巷19號1樓至4樓,停止招生三個月,2017-06-16,府教社字第1060085181號
74,新竹市私立喬安文理短期補習班,2017-03-29,新竹市四維路100號1至4樓,班務缺失、違規擴大使用班舍,限期改善件次,2017-04-26,府教社字第1060064804號
75,新竹市私立誠樺語文技藝短期補習班,2017-03-15,新竹市金竹路124號1樓,班務缺失、擅自增設美術科、教室數與核定數不符,限期改善件次,2017-04-14,府教社字第1060057712號
76,新竹市私立立文文理短期補習班,2017-03-15,"30054  新竹市北區武陵路57號1至4樓",班務缺失、違規擴大使用班舍,限期改善件次,2017-04-14,府教社字第1060056964號
77,新竹市私立群英文理短期補習班,2017-03-01,新竹市關東路110號1-4樓,班務缺失、涉及課照,限期改善件次,2017-04-10,府教社字第1060054628號
78,新竹市私立教育家文理短期補習班關東分班,2017-03-01,新竹市關東路106號1樓至4樓,班務缺失、涉及課輔、教室數與核准不符,限期改善件次,2017-04-10,府教社字第1060048745號
79,新竹市私立大正短期補習班,2016-09-21,新竹市自由路101號2樓,懸掛招牌書寫三之三課輔班等字樣，涉違規經營課輔業務、現場教室5間，與核定間數(2間)不符,限期改善件次,2016-10-11,1050150107
80,支點資訊科技有限公司附設新竹市私立三民法政商業短期補習班,2016-05-25,新竹市東門街62號2樓,違規擴大使用東門街62號7樓。,限期改善件次,2016-06-08,1050091282
81,新竹市私立文勝文理短期補習班,2016-05-18,新竹市東大路二段226號1-3樓,違規擴大使用226號4樓,限期改善件次,2016-05-31,1050086409
