序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
127,華興語文文理補習班,2011-10-05,永和區中正路346號1、2樓,未掛證書、無師生名冊、擅自增科(國小數學)、收據不符、擅自增址(永和區中正路346號3~5樓),限期改善件次,2011-10-26,1001533199
128,史丹佛語文文理補習班,2011-10-05,永和區永平路288號1、2樓、288之1號1、2層,無師生名冊、市府公文夾、擅自增科(圍棋、課後才藝、創意美術、安親課輔)、招生對象不符(國小資優數學)、收據不符規定,限期改善件次,2011-10-24,1001471419
129,私立艾蒙文理語文短期補習班,2011-09-30,中和區圓通路262之3號1、2樓,無100年公安、消防申報、未掛證書、擅自增科(作文)、安親課輔、有瓦斯爐、收據不符、缺定型化契約,限期改善件次,2011-10-17,1001449502
130,私立藝群美術短期補習班,2011-09-28,板橋區實踐路171之1號2樓,無消防申報、未掛證書、無師生名冊、有瓦斯爐及熱水器、收據不符、缺定型化契約,限期改善件次,2011-10-27,1001470064
131,私立蘋?美語文理短期補習班,2011-09-27,汐止區忠孝東路402號2、3樓,未掛證書、無市府公文夾、安親課輔、收據不符、交通車未核備、缺定型化契約,限期改善件次,2011-10-12,1001404358
132,私立廣昇文理語文珠心算短期補習班,2011-09-23,三重區仁愛街42號1、2樓,無公安、消防申報、未掛證書,限期改善件次,2011-10-11,1001402614
133,私立碩譽語文文理短期補習班,2011-09-23,三重區三陽街117號3樓,擅自增設班址(115號1、2、3樓117號2樓)、班舍面積,限期改善件次,2011-10-03,1001377528
134,私立安祈兒文理短期補習班,2011-09-22,板橋區金門街297巷10號1樓,無公安消防申報、未掛證書、無師生保險、無市府專夾、擅自增科(電腦、珠心算、國語、安親、托育)、收據不符、缺定型化契約,限期改善件次,2011-09-29,1001346254
135,私立柏克來珠心算短期補習班,2011-09-22,鶯歌區育智路79號、79之1號(2樓),無市府公文夾、收據不符、有瓦斯爐、安親,限期改善件次,2011-09-29,1001346244
136,齊衍美術短期補習班,2011-09-22,板橋區溪崑一街98號(1、2層),無公安、消防申報、未掛證書、無師生保險、無市府公文夾、擅自增科(數、理、英)、缺定型化契約,限期改善件次,2011-09-29,1001346263
137,優越資優文理語文短期補習班,2011-09-16,板橋區漢生東路309號5樓,無公安、消防申報、有安親課輔、擅自增科(美術)、收據不符、缺定型化契約、無教職員及學員名冊專夾,限期改善件次,2011-09-22,1001304454
138,山姆大叔電腦語文補習班,2011-09-16,土城區廣興街55號1樓、57號1樓,無公安申報、未掛立案證書、招牌懸掛(含安親、綜合才藝)與立案不符、無公文專夾、有瓦斯,限期改善件次,2011-09-26,1001310066
139,光華文理美語補習班,2011-09-14,新莊區龍安路505號2樓,未掛證書、班主任不符(林易宏)、師生保險過期、無公文專夾、擅自增科(安親課輔)、擅自增設(新莊區龍安路505號1樓、B1及507號2樓)、收據不符、缺定型化契約,限期改善件次,2011-09-26,1001308757
140,私立揚明文理語文短期補習班,2011-09-14,新店區中華路1號3樓,未掛證書、班主任不符、無師生保險、無教職員名冊、擅自增科(國小讀經班、國小資優數學、廣招不符(致和專業全科班)、收據不符、缺定型化契約,限期改善件次,2011-09-26,1001304437
141,私立龍安文理短期補習班,2011-09-14,新莊區龍安路487巷1弄8號2樓、489號1樓,擅自增址（新莊區龍安路491號1樓）,限期改善件次,2011-09-26,1001303609
142,私立伯特利美語短期補習班,2011-09-08,板橋區溪北路126號(1、2、3樓),無100年公安申報、擅自增科(數學、作文、美術、圍棋、安親課輔)、收據不符、缺定型化契約,限期改善件次,2011-09-26,1001301511
143,私立欣欣寶貝屋語文短期補習班,2011-09-02,鶯歌區德昌二街51號(1、2、3樓),無公安、無設立人及班主任身分證明、無教職員及學員名冊、無市府專夾、廣招授課(數學、正音班)不符、有安親課輔,限期改善件次,2011-09-23,1001307301
144,私立紅豆王國藝術學苑短期補習班,2011-08-31,蘆洲區民權路186號1樓,無公安消防申報、未掛證書、無師生保險、收據不符、核准立案2班，現場課表超過2班、缺定型化契約,限期改善件次,2011-09-20,1001269013
145,私立散步去美術短期補習班,2011-08-31,蘆洲區光榮路76號2樓,無公安、消防申報、無師生保險、無設立人及班主任身分證明、未掛證書、無師生名冊、無市府專夾、收據不符、擅自增加班級數(7班),限期改善件次,100-09-16,1001268895
146,育豪文理短期補習班,2011-08-26,板橋區中山路1段206巷68號,缺公安申報、定型化契約,限期改善件次,2011-09-26,1001301494
147,私立長榮文理語文短期補習班,2011-08-25,中和區圓通路252巷2之6號(1、2層)、252之1號(1、2、3樓)、252之2號(1、3樓),擅自增址(中和區圓通路252巷252-2號2樓)、廣招不符(桂冠文理語文補習班)、擅自增科(國、社、作文、小學課輔)、收據不符、缺定型化契約,限期改善件次,2011-12-05,1001733354
148,私立宇特文理短期補習班,2011-08-22,中和區景平路622號,無公安消防申報、設立人及班主任未變更、師生保險過期、安親、收據不符、擅自增址(中和區景平路662號1樓)、缺定型化契約,限期改善件次,2011-08-26,1001149797
149,私立依頓語文短期補習班,2011-08-22,永和區安樂路242號1、2樓,廣招有安親及國小數學字樣,限期改善件次,2011-08-31,1001180612
150,學士園文理補習班,2011-08-19,新莊區公園路130號2樓,擅自增科(美術、數學、安親)、無公文夾、收據不符、擅自增址(新莊區公園路130號3樓)、缺定型化契約,限期改善件次,2011-08-23,1001126756
151,私立全盈語文短期補習班,2011-08-19,三重區重陽路3段134號2樓、重陽路3段5巷8弄8號1樓、6號2樓,增設全科班,限期改善件次,2011-09-01,1001191869
152,私立威爾森文理美語短期補習班,2011-08-16,汐止區仁愛路101號1樓,無公安申報、無師生保險、無教職員及學員名冊、擅自增科(作文、數學、安親課輔)、收據不符、擅自增址(汐止區仁愛路106巷1、3號)、交通車未核備、缺定型化契約,限期改善件次,2011-09-07,1001219588
153,私立至和文理短期補習班,2011-08-09,新店區中華路71號1、2樓,未掛證書、無師生保險、擅自增科(作文)、無市府專夾、廣招班名不符(致和文理語文補習班)、收據不符、缺定型化契約,限期改善件次,2011-09-09,1001219576
154,新世界語文心算短期補習班,2011-08-09,新店區安和路3段111巷1號2樓,擅自增址(新店區安和路3段105號9樓),限期改善件次,2011-09-26,1001301478
155,私立正文文理語文短期補習班,2011-08-09,新店區北宜路2段82巷1號1樓及地下1樓,公安申報過期、未掛證書、擅自增科(數學)、無收據及定型化契約,限期改善件次,2011-09-07,1001219584
156,私立艾普拉斯語文短期補習班,2011-08-03,淡水區民族路50巷38號1層,無公安申報、增科(音樂、藝術、安親)、收據不符、缺定型化契約,限期改善件次,2011-08-26,1001163334
157,私立立詮文理語文短期補習班,2011-08-02,板橋區民族路302號1、2、3樓,擅自增科(國文、生物、歷史、地理、公民)、缺定型化契約及收據、超收學生、通道不暢通,限期改善件次,2011-11-01,1001510666
158,私立杜克文理美語短期補習班,2011-08-02,板橋區僑中一街124巷3弄12之1號(2樓)、16之1號(2樓)、17號(1樓),未提供收據、未掛證書、樓梯堆放雜物,限期改善件次,2011-11-01,1001509537
159,私立建成文理語文工程管理短期補習班,2011-07-29,汐止區建成路56巷69弄7、9號1、2樓,擅自增科(珠心算、美術、鋼琴、舞蹈、吉他、圍棋、作文)、廣招不符、缺收據及定型化契約、擅自增設(建成路56巷69弄27之2號),限期改善件次,2011-08-19,1001091698
160,私立箴言文理短期補習班,2011-07-28,板橋區文聖街113號1樓,未掛證書、無公安申報、無設立人及身分證明、員工保險、擅自增科(小六自然、國中生物)、收據不符、缺定型化契約,限期改善件次,2011-08-10,1001044217
161,私立山姆叔叔語文短期補習班,2011-07-28,板橋區文化路2段348號4樓,安全保險過期、缺收據及定型化契約、擅自增設(文化路2段348號5、6樓)、交通車未核備,限期改善件次,2011-08-12,1001044215
162,私立漢生文理語文短期補習班,2011-07-28,板橋區文化路2段417巷30號1、2樓,無公安及消防申報、擅自增科(安親課輔)、收據不符、缺定型化契約,限期改善件次,2011-08-11,1001044219
163,成峰語文珠心算短期補習班,2011-07-27,中和區連勝街35巷8號1樓、33號1樓,無公安申報、無設立人及班主任身分證明、無公文專夾、無教職員及學生名冊、收據不符、缺定型化契約,限期改善件次,2011-08-10,1001044232
164,耿藍文理補習班,2011-07-27,五股區成泰路2段113-1號2樓,無安全保險、師生名冊、收據、擅自增設(五股區成泰路2段113號、113之2號3樓、113之3號4樓),限期改善件次,2011-08-22,1001103690
165,私立佳美文理短期補習班,2011-07-27,蘆洲區中正路156-2號1、2樓,無公安申報資料、擅自增設(蘆洲區中正路150之1、之2)、缺定型化契約,限期改善件次,2011-08-18,1001103522
166,勤學美術短期補習班,2011-07-26,五股區水碓路16巷2號1樓,擅自增科(兒童美語、珠心算、作文、數學、安親課輔)、有瓦斯爐,限期改善件次,2011-08-19,1001103704
167,私立格林文化股份有限公司七張分公司附設親親寶貝文理短期補習班,2011-07-22,新店區北新路2段128號4樓,擅自增科(科學、積木、街舞、芭蕾、瑜珈、課輔),限期改善件次,2011-08-19,1001090684
168,國豐心算短期補習班,2011-07-22,新店區北新路3段053號3樓,未掛證書、無公安消防申報、交通車未核備、擅自增址(新店區北新路3段51號3樓)、增科(作文、數學、英文、安親)、有瓦斯爐,限期改善件次,2011-08-18,1001044226
169,私立丁老師文理珠心算短期補習班,2011-07-21,三重區富福街52號2樓,擅自增科(國小數學),限期改善件次,2011-08-04,1000781589
170,大城文理語文,2011-07-19,中和區自立路045號2樓,無公安申報、擅自增科(安親、國小數學、正音)、有瓦斯爐、收據不符、缺定型化契約,限期改善件次,2011-07-27,1000771657
171,博仕文理語文短期補習班,2011-07-18,三重區碧華街259號1-2樓,未掛證書、擅自增科(珠心算、安親課輔)、缺定型化契約,限期改善件次,2011-07-28,1000781316
172,私立大維文理語文短期補習班,2011-07-18,三重區自強路5段64號2、3樓,無公安、消防申報、未掛證書、無設立人及班主任身分證明、擅自增科(安親)、收據不符、缺定型化契約、擅自增址(同址4樓),限期改善件次,2011-08-08,1001011949
173,私立新東華文理語文短期補習班,2011-07-18,板橋區漢生東路193巷9號1樓、193巷17弄7號1樓,無公安申報、員工保險、擅自增設(9號地下1樓)、收據不符、缺定型化契約,限期改善件次,2011-07-25,1000765621
174,私立精業文理短期補習班,2011-07-18,板橋區重慶路169號1樓、169之1號2樓,未掛證書、無公安申報、員工保險、擅自增科(國小英數資優班)、擅自增址(169號3樓)、收據不符、安全通道阻塞、缺定型化契約,限期改善件次,2011-07-25,1000765135
175,私立力德文理短期補習班,2011-07-18,蘆洲區長安街254號1，2樓,缺定型化契約,限期改善件次,2011-07-27,1000780445
176,私立正大文理短期補習班,2011-07-18,三重區五華街125號2樓,未掛證書,限期改善件次,2011-07-28,1000781354
177,揚名文理短期補習班,2011-07-08,中和區中山路2段078號1、2樓,、美語、作文)、有瓦斯爐、收據不符,限期改善件次,2011-07-20,1000756202
178,私立慧星珠算語文短期補習班,2011-07-08,中和區員山路279-1號(2層),擅自增科(安親、正音),限期改善件次,2011-07-20,1000749055
179,新世界語文心算短期補習班,2011-07-07,新店區安和路3段111巷1號2樓,未掛證書、未提供身分證明、擅自增科(安親課輔、作文、美術)、擅自增址(107號1樓)、收據不符、缺定型化契約,限期改善件次,2011-07-22,1000747879
180,私立如皇文理語文短期補習班,2011-06-28,汐止區建成路56巷41號1、2樓及43號、45號1樓,無公安申報、安全保險、教職員名冊、市府公文夾、廣招不符、擅自增址(汐止區建成路56巷29號)、交通車租賃契約、退費規定不符、缺定型化契約,限期改善件次,2011-07-07,1000696349
181,私立歡樂學美語短期補習班,2011-06-27,板橋區民權路204號2~4樓(含1樓樓梯間6.78平方公尺),擅自增科(安親、正音、電腦)、有瓦斯爐、收據不符規定、缺定型化契約,限期改善件次,2011-07-01,1000676596
182,泉慧文理語文短期補習班,2011-06-22,蘆洲區長安街292號1樓,外觀有作文寫作加強班、安親課輔字樣,限期改善件次,2011-06-24,1000653653
183,北依語文電腦文理短期補習班,2011-06-22,三重區秀江街117號1樓,未掛證書、無定型化契約,限期改善件次,2011-06-24,1000653602
184,私立菲妮克思美語短期補習班,2011-06-21,永和區保福路2段117號,未掛證書、安親課輔、擅自增址(117號2樓)、有瓦斯爐、收據不符規定,限期改善件次,2011-07-05,1000675685
185,私立正登文理珠心算短期補習班,2011-06-21,永和區永貞路17號1、2、3、4、5樓,廣招不符(巨登文理補習班)、擅自增科(國小課輔、數學資優班、自然實驗班、英文階段班)、收據不符、缺定型化契約,限期改善件次,2011-07-05,1000676145
186,巨承語文文理短期補習班,2011-06-15,永和區中正路283巷1-1號2樓,擅自增科(安親課輔、作文、正音、數學、法語)、有瓦斯爐、收據不符、缺定型化契約,限期改善件次,2011-06-24,1000651919
187,哈佛霖文理語文補習班,2011-06-09,板橋區文化路2段440號,未提供公安申報、招牌不符(揚旗文教)、增科(作文、電腦、珠心算、安親課輔)、缺收據及定型化契約,限期改善件次,2011-06-15,1000607986
188,私立歡樂學美語短期補習班,2011-05-31,板橋區民權路204號2~4樓(含1樓樓梯間6.78平方公尺),未掛證書、擅自增科(安親課輔、作文、數學、正音)、有瓦斯爐、收據及定型化契約不符、擅自增設(200號3樓),限期改善件次,2011-06-03,1000566285
189,私立珍心語文短期補習班,2011-05-26,土城區興城路20號1樓,安親、課輔、擅自增設(2樓)、收據及定型化契約不符、未掛證書、無公安消防申報,限期改善件次,2011-06-01,1000552685
190,私立賴世雄智網文教股份有限公司附設賴世雄語文短期補習班,2011-05-24,新店區北新路1段291號5樓,無公安申報、未掛證書、收據、定型化契約不符,限期改善件次,2011-06-01,1000552671
191,正學文理短期補習班,2011-05-17,板橋區篤行路2段161巷2號1樓,缺公文專用夾、收據不符,限期改善件次,2011-05-26,1000518526
192,私立派瑟斐克語文短期補習班,2011-05-12,永和區安樂路180號,無公安申報、廣招不符(太平洋英語短期補習班)、收據定型化契約不符,限期改善件次,2011-05-17,1000495308
193,私立立勝文理短期補習班,2011-05-12,五股區成泰路2段91巷11、13號(1樓),未懸掛立案證書,限期改善件次,2011-05-17,1000495422
194,仁信語文文理珠算短期補習班,2011-05-12,土城區仁愛路6巷2號、仁愛路4號1、2樓,擅自增科(作文、書法、美術、安親課輔)、擅自增址(仁愛路6巷2號2、3樓)、有瓦斯、無定型化契約,限期改善件次,2011-05-17,1000495296
195,私立普登文理語文短期補習班,2011-05-12,淡水區大仁街65號2樓、67號2樓、69號2樓,無公安申報、未掛證書、缺收據及定型化契約,限期改善件次,2011-06-10,1000546840
196,凱勝文理短期補習班,2011-05-10,板橋區文化路2段498號1樓、500號2樓,無公安申報、收據不符、無定型化契約,限期改善件次,2011-05-17,1000495300
197,私立文碩文理語文短期補習班,2011-05-10,板橋區四川路2段245巷30號1樓及地下1樓,教授國、作文、生物、地科、安親課輔、收據及定型化契約不符,限期改善件次,2011-05-17,1000495304
198,國豐心算短期補習班,2011-05-10,新店區北新路3段053號3樓,未掛證書、無公安消防申報、無收據及定型化契約、擅自增科(作文、數學、英語、安親課輔、托育)、有瓦斯,限期改善件次,2011-05-18,1000483087
199,狄斯奈語文短期補習班,2011-05-10,板橋區四川路2段245巷65號(1樓、地下1樓)、69號(1、2樓)、71號1樓,無公安消防申報、未掛證書、未提供身分證明、招牌不符(華信文理補習班)、收據不符,限期改善件次,2011-05-17,1000495294
200,佳音英語補習班,2011-05-05,中和區中和路034號2樓,安親課輔、擅自增設(泰和街10號3、4樓)、無定型化契約及收據,限期改善件次,2011-05-26,1000515426
201,私立靜華文理短期補習班,2011-05-05,中和區興南路1段155之1號,未掛立案證書、無身分證明、員工保險、擅自增設(155號1樓)、廣招不符(華興補習班)、退費規定不符(台北市),限期改善件次,2011-05-17,1000482364
202,薇傑語文文理短期補習班,2011-04-19,土城區延和路42之1號1-2樓,擅自增設(延和路42-1號3~5樓)、班名為:文藻兒童美語學校,限期改善件次,2011-04-26,1000410067
203,私立佳美文理短期補習班,2011-04-07,蘆洲區中正路156-2號1、2樓,安親課輔、擅自增址,限期改善件次,2011-04-26,1000407714
204,私立宏騰文理語文短期短期補習班,2011-04-07,蘆洲區長安街269號3樓,定型化契約、收據不符規定,限期改善件次,2011-04-26,1000407710
205,私立狀元紅經典圖書有限公司蘆洲分公司附設東海法商短期補習班,2011-04-07,蘆洲區蘆洲市長榮路260號(1層),收據、定型化契約不符規定,限期改善件次,2011-04-26,1000407712
206,私立甄妮露斯語文短期補習班,2011-03-31,新店區新店市中正路127號4樓,未掛證書、外籍教師未核備、擅自將置物間用作學生休息室、收據不符規定、缺定型化契約,限期改善件次,2011-04-08,1000328746
207,私立上華文理語文短期補習班,2011-03-30,永和區中山路一段160號(1、2、3樓),擅自於中山路1段168號2樓增設,限期改善件次,2011-04-08,1000328744
208,曜華文理短期補習班,2011-02-18,蘆洲區民權路40號(一層、地下1層),違規增設英、數、社會,限期改善件次,2011-03-07,1000207464
209,私立元揚珠心算短期補習班,2011-02-16,蘆洲區蘆洲市長安街299巷29號1樓,擅自遷至：蘆洲區長安街249巷2號1樓,停止招生,2011-03-08,1000207392
210,私立學宜文理美語短期補習班,2011-01-18,板橋區雙十路2段10號3樓、10之1號3樓,廣招及授課內容與核准立案科目不符,限期改善件次,2011-01-20,1000070279
211,私立興南語文短期補習班,2011-01-17,中和區景新街347號3樓,廣招及授課內容與核准立案科目不符,限期改善件次,2011-01-20,1000071310
212,康喬語文電腦短期補習班,2011-01-17,林口區公園路54號1樓,未依規定設立招牌(廣招為「小哈波電腦美語(麗林分校)」)，招生海報上有「安親、課輔」字樣，且開設「作文」班，與核准科目(電腦、語文)不符,限期改善件次,2011-02-15,1000139784
213,陽光森林文教股份有限公司新北市分公司附設陽光小子語文短期補習班,2011-01-17,永和區中正路226號2樓,未提供公安、消防資料、定型化契約及收據、擅用交通車,限期改善件次,2011-01-24,1000072449
214,陽光森林文教股份有限公司新北市分公司附設揚光森林語文短期補習班,2011-01-17,永和區中正路226號1樓,未提供公安、消防資料、設大型玩具池,限期改善件次,2011-01-24,1000072010
215,私立綠綺電腦珠算文理短期補習班,2011-01-17,中和區興南路1段111號、111之1號、111之2號,廣招及授課內容與核准立案科目不符,限期改善件次,2011-01-20,1000071618
216,私立志光文理短期補習班,2011-01-17,板橋區中山路1段10號5樓之1,收據不符規定,限期改善件次,2011-01-20,1000071802
217,私立學承電腦短期補習班,2011-01-17,板橋區館前東路62號1~5樓,收據、定型化契約不符規定,限期改善件次,2011-01-20,1000071007
218,私立品誠文理語文短期補習班,2011-01-07,蘆洲區民義街70號2樓、72號3樓,擅自增設全科班(僅核准英、數),限期改善件次,2011-01-21,1000065034
219,曜華文理短期補習班,2011-01-07,蘆洲區民權路40號(一層、地下1層),擅自增址,糾正件次(列入違規紀錄),2011-01-13,1000042753
220,私立文魁文理語文短期補習班,2010-12-31,汐止區汐止市新台五路二段112號、114號(一層),未懸掛立案證書,限期改善件次,2010-12-30,0991270081
221,私立佳欣珠心算短期補習班,2010-12-16,汐止市秀峰路81巷7號,未依立案科目招生授課,限期改善件次,2010-12-22,0991224747
222,私立普騰文理語文電腦短期補習班,2010-12-14,新店市寶橋路82號,擅自增址、未依立案科目招生,限期改善件次,,
223,佳學事業股份有限公司中和分公司附設佳華英語短期補習班,2010-12-14,中和市景新街328號3樓,未依立案科目招生,限期改善件次,2010-12-17,0991215284
224,私立CICA當代藝術兒童基地美術短期補習班,2010-12-14,板橋市三民路2段110之3號2、3樓,擅自增址、未懸掛立案證書,限期改善件次,2010-12-22,0991214930
225,私立宣奇珠算短期補習班,2010-11-24,蘆洲市蘆洲市民族路422巷15弄23號1樓,招收幼兒,限期改善件次,2010-12-14,0991193482
226,私立翼流音樂美術語文短期補習班,2010-11-17,淡水鎮水源街1段160號2樓,擅自增址,停止招生,2010-12-08,0991160105
227,私立翼流音樂美術語文短期補習班,2010-11-17,淡水鎮水源街1段160號2樓,,停止招生,2010-12-07,0991160105
228,私立頤學文理短期補習班,2010-11-05,新莊市昌隆街11號,廣招(全能安親班、美術)與立案科目(文理-英、數)不符,糾正件次(列入違規紀錄),2010-11-24,0991132597
229,欣和文理補習班,2010-11-04,永和市得和路249-002號2樓,廣招與立案核准科目不符,糾正件次(列入違規紀錄),2010-11-15,0991085703
230,私立樂學文理短期補習班,2010-10-26,樹林市樹林市大雅路342號1、2樓,擅自違規增址,限期改善件次,2010-10-27,0991031925
231,大森文理補習班,2010-10-26,三重市大同北路148巷031號2、3樓,未懸掛立案證書、違規增址,限期改善件次,2010-10-27,0991031911
232,私立楷模語文短期補習班,2010-10-26,新莊市八德街15巷5號,廣招與立案之授課科目不符,限期改善件次,2010-10-27,0991031915
233,私立冠金文理語文短期補習班,2010-10-21,中和市圓通路290之3號2樓,擅自增址、設置瓦斯爐具、廣招科目與核准立案科目不符,限期改善件次,2010-10-22,0991019337
234,私立北大藝術學苑技藝短期補習班,2010-10-20,樹林市學林路56號1、2樓,廣招與立案之授課科目不符,糾正件次(列入違規紀錄),2010-11-02,0991057596
235,博瀚文理短期補習班,2010-10-18,永和市中正路417號6樓、407號1、2樓,未懸掛立案證書、廣招科目與核准立案科目不符,限期改善件次,2010-10-22,0991020203
236,私立元平電腦短期補習班,2010-10-18,永和市民權路1巷18、22號1樓、地下1樓,廣招科目與核准立案科目不符,限期改善件次,2010-10-22,0991021917
237,私立敦愛語文短期補習班,2010-10-08,三峽鎮民權街205號、207號1樓、229號1、2、3樓,廣招班名與核准立案班名不符、授課科目與核准之科目不符,限期改善件次,2010-10-22,0991018534
238,私立愛迪文理語文短期補習班,2010-10-05,板橋市長安街138巷2弄5號1、2樓,未提供99年度公安消防申報資料、未懸掛立案證書、未提供師生今年度保險文件、廣招及授課內容有「畫畫、作文」，與核准立案之科目「文理科」及「語文科」不符、未提供收據,限期改善件次,2010-10-20,0990999095
239,私立艾蒙文理語文短期補習班,2010-10-05,中和市圓通路262之3號1、2樓,設置瓦斯爐及熱水器、未懸掛立案證書、未提供99年度公安及消防申報資料、廣招及授課內容有「安親、課輔、作文」，與核准立案之「文理科」及「語文科」不符、收據待修正,限期改善件次,2010-10-20,0990996604
240,私立聖修仕頓文理語文短期補習班,2010-09-29,林口鄉林口鄉文化路一路一段131號(一至四層),收據未載明退費規定,限期改善件次,2010-10-18,0990980627
241,私立普騰文理語文電腦短期補習班,2010-09-28,新店市寶橋路82號,未依立案科目授課，廣招不符規定,限期改善件次,2010-10-11,0990956266
242,陽光森林文教股份有限公司台北縣分公司附設陽光森林文理短期補習班,2010-09-28,新店市大豐路76、80號1、2樓,稽查當日大門緊閉，有招租廣告,限期改善件次,2010-10-12,0990980628
243,揚名文理短期補習班,2010-09-28,中和市中山路2段078號1、2樓,未懸掛立案證書，未依立案科目招生，擅自增設班址，廣招不符立案科目,限期改善件次,2010-10-06,0990940987
244,私立城林文理語文短期補習班,2010-09-23,板橋市金門街358巷2號,未依立案科目授課，廣招不符,限期改善件次,2010-07-19,0990959735
245,學城文理語文補習班,2010-09-21,新莊市中港路70號(1樓含夾層),未依立案科目授課，廣招不符規定,限期改善件次,2010-10-07,0990956939
246,私立中平語文短期補習班,2010-09-13,新莊市中平路110巷16號及18號各1，2樓及18號地下一樓,未依立案科目授課、違規增科、違規增設班址,限期改善件次,2010-09-21,北府教社字0990904457號
247,百全文理短期補習班,2010-09-09,永和市福和路143號6樓,擅自增科,限期改善件次,2010-09-15,0990883022
248,佳來語文珠算補習班,2010-09-09,土城市清水路241巷5、9號1樓,違規增科,限期改善件次,2010-09-15,0990884625
249,巨登文理珠心算補習班,2010-09-07,永和市永元路77號1、2、3樓、75號5樓、73號2樓、50號3樓,違規增科、增址,限期改善件次,2010-09-16,0990884617
250,華欣文理補習班,2010-09-07,永和市得和路277號1、2樓,違規增科,限期改善件次,2010-09-15,0990884621
251,私立吉英語文電腦珠心算短期補習班,2010-09-03,三重市五華街118號2、3樓,未懸掛立案證書、違規增址,限期改善件次,2010-09-15,0990877299
252,冠全英語會話補習班,2010-09-03,新莊市中港路中民巷003號,未依立案科目授課、廣招不符立案科目,糾正件次(列入違規紀錄),2010-09-21,北府教社字第0990904222號
253,私立強棒名師文理短期補習班,2010-08-31,土城市金城路3段99-1號(一、二層),未懸掛立案證書、擅自增科、無退費規定,限期改善件次,2010-09-03,0990846742
254,宏儒文理語文補習班,2010-08-26,中和市國光街107巷4弄2、4、6號1樓,擅自增科、廣招不符,限期改善件次,2010-08-31,0990835712
255,正典文理短期補習班,2010-08-26,板橋市文化路1段139號2樓,現場有小學生,限期改善件次,2010-09-02,0990839462
256,私立荳荳無尾熊文理語文電腦短期補習班,2010-08-25,泰山鄉仁愛路6巷4弄1號1樓(由1、3號1樓及15號2樓併戶),廣招不符,限期改善件次,2010-09-21,北府教社字0990914478號
257,私立小華文理語文短期補習班,2010-08-19,板橋市板橋市金門街224號2樓,收據核准文號有誤，未提供設立人、班主任身分證明文件,限期改善件次,2010-08-25,0990814287
258,私立宣奇珠算短期補習班,2010-08-18,蘆洲市蘆洲市民族路422巷15弄23號1樓,違規增址、增科,限期改善件次,2010-09-02,0990827735
259,私立杜克文理美語短期補習班,2010-08-17,板橋市僑中一街124巷3弄12之1號(2樓)、16之1號(2樓)、17號(1樓),違規安親、增址，未提供消安資料,限期改善件次,2010-08-25,0990808479
260,私立威寶美術短期補習班,2010-08-17,汐止市仁愛路97號2樓之2,擅自增科、增址，廣招不符,糾正件次(列入違規紀錄),2010-08-25,0990812087
261,私立方圓圍棋短期補習班,2010-08-17,板橋市莒光路229巷3號,未提供收據及設立人班主任身分證明文件,限期改善件次,2010-08-20,0990801176
262,私立劍橋文理短期補習班,2010-08-13,林口鄉文化一路一段39號3樓,違規增址,限期改善件次,2010-08-24,
263,私立大領航國際文化事業有限公司板橋分公司附設大東海法商短期補習班,2010-08-10,板橋市四川路1段23號3樓、3樓-1、3樓-2,未提供設立人班主任身分證明文件,限期改善件次,2010-08-19,0990787542
264,私立唐老師英文文理短期補習班,2010-08-10,中和市中和市南山路176之19號1、2樓,書櫃有國小資優數學等教材,限期改善件次,2010-08-13,0990778086
265,群仁珠算語文補習班,2010-08-10,土城市廣興街077、079號,擅自增科、廣招不符,限期改善件次,2010-08-18,0990781365
266,時代國際語文短期補習班,2010-08-10,板橋市四川路1段23號8樓、5樓,無退費規定,限期改善件次,2010-08-18,0990787636
267,私立城市美瑜伽短期補習班,2010-08-10,土城市中央路二段191號9、10樓,未提供收據及設立人班主任身分證明文件,限期改善件次,2010-08-18,0990787120
268,私立艾瑪麗語文珠心算短期補習班,2010-07-27,汐止鎮仁愛路99號,未懸掛證書、違規招收安親課輔,限期改善件次,2010-08-05,09900727805
269,私立常春藤美語短期補習班,2010-07-27,汐止市仁愛路77巷2弄17號,未懸掛證書、擅自增科、違規增址,限期改善件次,2010-08-05,0990728077
270,奇瓦迪英語補習班,2010-07-22,土城市青雲路102號,擅設安親班、未提供設立人班主任身分證明文件、定型化契約,限期改善件次,2010-08-02,0990726539
271,私立正欣文理短期補習班,2010-07-20,汐止市汐止市明峰街297巷5弄1號1樓,未依核准科目授課、廣招不符、有瓦斯熱水器,限期改善件次,2010-07-27,09902705252
272,建功文理補習班,2010-07-15,板橋市中山路1段010號08樓,未懸掛證書、違規增址,限期改善件次,2010-08-05,0990718155
273,私立巨匠電腦股份有限公司板橋中山分公司附設電腦短期補習班,2010-07-15,板橋市中山路一段10號5樓,未提供師生保險資料、收據,限期改善件次,2010-08-02,0990717909
274,國豐心算補習班,2010-07-15,新店市北新路3段053號3樓,廣招不符、安親、課輔、未懸掛證書,限期改善件次,2010-07-22,0990646070
275,私立威爾斯美語短期補習班,2010-07-15,板橋市中山路一段2之3號、2之3號2樓,未提供設立人班主任身分證明文件、定型化契約,限期改善件次,2010-08-02,0990717803
276,私立學毅珠心算短期補習班,2010-07-14,三重市五華街122巷1號1、2樓,未懸掛立案證書、擅自增科、無退費規定,限期改善件次,2010-08-16,0990769485
