序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
158,私立我們的升學文理短期補習班,2011-03-28,三民區建國三路33號2-3樓,4樓增設教室、5樓鄒設教室及休息室；座位數過多。,停止招生一個月,,
159,私立捷勝文理短期補習班,2011-03-25,鳳山區光復路二段237號1-2樓、府前路14-1號2樓,增設教室,糾正件次(列入違規紀錄),2011-05-11,高市四維社教字第1000028516號
160,私立高名文理短期補習班鳳西分班,2011-03-16,鳳山區光華南路116號1-3樓,增設教室+黑板阻檔逃生,糾正件次(列入違規紀錄),,
161,私立建功文理短期補習班,2011-02-25,梓官區公館路102巷1弄4號1-2樓,於民權街142號1-3樓增設教室共4間。,糾正件次(列入違規紀錄),2011-03-31,
162,私立麥特綸語文技藝短期補習班,2011-02-16,苓雅區林森二路21號6樓,擅自遷址,停止招生一個月,2011-03-17,高市四維教社字第1000015457號
163,功學社音樂中心股份有限公司高雄分公司附設五福音樂短期補習班,2011-02-14,鹽埕區五福四路104號1樓,地下室增設鼓室2間、2-5樓增設教室11間。,糾正件次(列入違規紀錄),,
164,私立博聖文理短期補習班,2011-02-14,鳳山區新強路265號3-4樓,增設教+教室學生及座位人數超過核定人數,糾正件次(列入違規紀錄),2011-03-17,高市四維教社字第1000015456號
165,私立建成文理短期補習班鳳西分班,2011-02-09,鳳山區和興里19鄰五甲一路147號1-3樓,增設教室,糾正件次(列入違規紀錄),2011-03-17,高市四維教社字第1000015460號
166,私立喬美文理短期補習班,2011-01-28,大寮區進學路88號3-4樓,增設教室,糾正件次(列入違規紀錄),2011-03-17,高市四維教社字第1000015458號
167,私立慧橋文理技藝短期補習班,2011-01-20,三民區鼎信街23號1-3樓,招收學齡前幼兒,糾正件次(列入違規紀錄),2011-03-18,高市四維教社字第1000015709號
168,私立活用文理技藝短期補習班,2011-01-20,三民區大昌一路167號1、4、5樓,2樓增設教室,糾正件次(列入違規紀錄),,
169,私立上堡外語電腦短期補習班,2011-01-19,左營區重清路34號1-4樓,1樓屋後增設教室1間,糾正件次(列入違規紀錄),,
170,私立大人物珠算文理短期補習班,2011-01-14,左營區民族一路901巷26弄53號1-2樓,3、4樓增設教室,糾正件次(列入違規紀錄),,
171,私立諾博威文理短期補習班,2011-01-11,楠梓區楠梓路329巷5號1-2樓,擴大班舍,停止招生一個月,,
172,私立高名文理短期補習班國昌分班,2011-01-11,楠梓區德民路999之2、999之5、999之6號1-4樓,班牌不符，999之2號1，3、4、5樓增設教室；999之5、之6號增設教室。,糾正件次(列入違規紀錄),,
173,私立高名文理短期補習班右昌分班,2011-01-11,楠梓區盛昌街208號1-3樓,班牌不符規定，4樓增設教室1間。,糾正件次(列入違規紀錄),,
174,私立捷勝文理短期補習班站前分班,2011-01-11,三民區中山一路311號2樓,教室座位210位,糾正件次(列入違規紀錄),,
175,私立優肯文理短期補習班,2010-12-29,三民區義華路149號1-3樓,4、5樓增設教室；147號1-4樓未申請習班。,停止招生一個月,,
176,私立百博文理短期補習班新光分班,2010-12-10,左營區華夏路778號1-5樓、915號1-4樓,915號5、6樓各增設教室1間。,糾正件次(列入違規紀錄),,
177,私立揚基文理短期補習班,2010-12-09,鼓山區美術東三路92號1樓,1-3樓增設教室3間,糾正件次(列入違規紀錄),,
178,私立英德文理短期補習班,2010-11-24,苓雅區永靖街97號,擴大班址,糾正件次(列入違規紀錄),2011-03-17,高市四維教社字第1000015407號
179,私立桓新數學短期補習班,2010-11-23,左營區文萊路284號1-3樓,文萊路286號增設教室2間,停止招生一個月,,
180,私立志光法商文理短期補習班建國分班,2010-11-18,三民區建國三路169號7樓之1,繼光街21號9樓增設教室2間,糾正件次(列入違規紀錄),2011-05-10,
181,私立全美升學文理短期補習班,2010-05-10,三民區義華路159巷24號2-3樓、26號1-3樓、145號1-3樓,4-5樓增設教室,糾正件次(列入違規紀錄),,
182,私立立學升學文理短期補習班,2010-05-10,三民區義華路163號1-3樓,班牌不符規定及161號、163號隔間牆打通、161號擴大班舍。、,糾正件次(列入違規紀錄),,
183,私立我們的升學文理短期補習班,2010-05-05,三民區建國三路33號2-3樓,4-5樓增設教室,糾正件次(列入違規紀錄),,
184,私立優肯文理短期補習班,2010-05-05,三民區義華路149號1-3樓,義華路147號1-4樓增設教室，隔間牆打通。,糾正件次(列入違規紀錄),,
185,私立同星升學文理短期補習班,2010-04-29,三民區建國三路29號1-5樓,班牌未依規定懸掛、招生對象不符，教室座椅超過最大容量。,糾正件次(列入違規紀錄),,
186,私立同心文理短期補習班,2010-04-23,三民區建國三路83號12樓、12樓之1、12樓之2、7樓、4樓、2樓、2樓之1、2、14、85號2樓、12樓、12樓之1,學生座位約200個，違反規定。,糾正件次(列入違規紀錄),,
187,私立統領升學文理短期補習班,2010-04-23,三民區中山一路311號3樓,學生座位約200個，違反規定。,糾正件次(列入違規紀錄),,
188,私立永勁升學文理短期補習班,2010-04-23,三民區中山一路311號2樓,學生座位約200個，違反規定。,糾正件次(列入違規紀錄),,
189,私立永進文理短期補習班,2010-04-23,三民區中山一路311號4樓,學生座位約200個，違反規定。,糾正件次(列入違規紀錄),,
190,私立綺登音樂短期補習班,2010-04-16,前鎮區光華三路225號1樓、夾層,已使用定型化服務契約，班名未依規定書寫,糾正件次(列入違規紀錄),2010-05-17,高市教四字第0990019936號
191,私立簡善琳女子瑜伽短期補習班,2010-04-07,左營區明誠二路332號5樓,擅自遷址至左營區明誠二路332號5樓,糾正件次(列入違規紀錄),,
192,私立首席外語短期補習班,2010-03-23,楠梓區建楠路139號5樓,擅自遷址,糾正件次(列入違規紀錄),,
193,私立明華文理短期補習班,2010-03-13,鼓山區明華路323號2樓之1,擅自擴大班舍，併99-03-02查察結果送會審議。,停止招生三個月,,
194,私立明華文理短期補習班,2010-03-02,鼓山區明華路323號2樓之1,擅自擴充班舍,停止招生三個月,,
195,私立喬冠文理短期補習班,2010-03-02,三民區明誠一路375號1-2樓、夾層,班牌不符及招收學齡前幼童。,糾正件次(列入違規紀錄),,
196,私立成大文理短期補習班十全分班,2010-02-24,三民區天津街231、235號1-2樓,擅自遷址至三民區十全二路160-1號,糾正件次(列入違規紀錄),,
197,私立新一文理短期補習班,2010-01-14,前鎮區和平二路80號1-3樓,遷址至前鎮區二聖二路16號1-3樓,糾正件次(列入違規紀錄),2010-02-11,高市教四字第099005983號
198,私立巨昇升學文理短期補習班,2009-12-14,楠梓區楠梓西巷37號1.2.3.樓,請速辦理電腦個人資料執照申請，H1N1宣導。,停止招生,,
199,私立光美文理技藝短期補習班,2009-12-08,三民區信國路77號地下1樓,班牌內容之班名書寫不符規定,停止招生一個月,2010-02-12,高市教四字第0990006185號
200,私立英文快樂玩外語短期補習班,2009-12-08,三民區義德路109號1-3樓,班牌內容之班名書寫及擴大班舍不符規定,停止招生一個月,2010-02-12,高市教四字第0990006181號
201,私立吉尼仕美語短期補習班,2009-10-27,三民區義德路81號1-2樓,1樓教室學生14人、2E教室學生12人、2C教室學生15人（核定為8人），學生人數超過核定容量,糾正件次(列入違規紀錄),2009-11-10,高市教四字第0980048171號
202,巨匠電腦股份有限公司左營分公司附設電腦短期補習班,2009-10-26,左營區裕誠路1055號1-3樓,擅自遷址至左營區裕誠路1055號1-3樓,糾正件次(列入違規紀錄),2009-11-10,高市教四字第0980048182號
203,私立富國文理短期補習班,2009-10-26,左營區富國路418號1-4樓,擅自於左營區富國路418號1-3樓增設教室2間及416號2-4樓增設教室4間,糾正件次(列入違規紀錄),2009-11-11,"高市教四字第 0980048302 號"
204,私立莘強文理短期補習班城峰分班,2009-09-18,左營區翠峰路62號1樓,平台違建尚未拆除。,糾正件次(列入違規紀錄),,
205,私立莘強文理短期補習班,2009-09-18,左營區翠峰路18號1-2樓,平台違建尚未拆除,停止招生一個月,,
206,私立高名文理短期補習班,2009-09-04,三民區平等路167號1-2樓、延吉街136號1樓、夾層,於三民區延慶街7號及23號各增設教室5間。,糾正件次(列入違規紀錄),,
207,私立明華文理短期補習班,2009-08-19,鼓山區明華路323號2樓之1,擅自擴充班舍,糾正件次(列入違規紀錄),2009-09-21,高市教四字第0980038689號
208,私立喬尼爾文理短期補習班,2009-08-10,小港區華盛街58號1-3樓,該班擅自於1-2樓屋後增設（建）廚房及儲藏室各1間,糾正件次(列入違規紀錄),2009-09-15,高市教四字第0980038957號
209,私立元瑞文理短期補習班,2009-07-31,左營區重立路354號1-3樓、菜公一路115巷6號1-3樓,員工未投保勞健保，教室人數超過申請人數。違規使用4樓作休息室使用,糾正件次(列入違規紀錄),2009-09-15,0980038686
210,私立先鋒文理短期補習班,2009-07-30,三民區覺民路332號1-4樓,擅自遷址至三民區覺民路323號,糾正件次(列入違規紀錄),2009-09-16,0980038964
211,私立威利文理短期補習班國小分班,2009-07-22,三民區正興路197號1-3樓,班名未依規定懸掛、4樓增設教室2間。,糾正件次(列入違規紀錄),,
212,私立弘力文理短期補習班,2009-07-02,前鎮區和平二路247號1-4樓,擅自於和平二路249號1-4樓增設教室3間,糾正件次(列入違規紀錄),2009-08-13,高市教四字第06980033601號
213,私立笙立文理短期補習班,2009-06-18,三民區建國三路83號9樓,學生人數155人超過核定人數,糾正件次(列入違規紀錄),,
214,私立高碩文理短期補習班自由分班,2009-06-15,左營區自由四路51號1-2樓,擴大班舍、學生人數超過教室容量，學生人數超過核定人數甚多。,糾正件次(列入違規紀錄),,
215,私立麥特綸語文技藝短期補習班,2009-06-15,苓雅區林森二路21號6樓,擅自遷址,停止招生三個月,2009-07-14,高市教四字第0980029231號
216,私立健宏文理短期補習班,2009-06-12,新興區信守街133號2樓,地下室增設教室2間.1樓夾層增設休息室.2樓辦公室變更為教室,糾正件次(列入違規紀錄),2009-07-14,高市教四字第0980029230號
217,私立李麥克英語短期補習班,2009-05-30,左營區重上街235號1-2樓,"1樓教室1間學生26 人",糾正件次(列入違規紀錄),,
218,私立亞太優生文理技藝短期補習班,2009-05-08,楠梓區楠梓路321號1-4樓,擴大班舍,糾正件次(列入違規紀錄),,
219,私立百威升學文理短期補習班,2009-05-08,苓雅區憲治路2號2樓,增設數學科,糾正件次(列入違規紀錄),2009-06-05,高市教四字第0980022894號
220,私立莘強文理短期補習班,2009-04-28,左營區翠峰路18號1-2樓,增設教室1間,糾正件次(列入違規紀錄),,
221,私立莎士比亞外語技藝短期補習班,2009-04-20,三民區明仁路61號3樓,擅自遷址至明吉路1號1-2樓,糾正件次(列入違規紀錄),2009-05-11,高市教四字第0980018797號
222,私立嘉苗文理短期補習班,2009-04-14,楠梓區樂群路216號1-2樓,,糾正件次(列入違規紀錄),2009-05-11,高市教四字第0980018824號
223,私立大東海法商短期補習班高雄分班,2009-04-14,三民區建國二路265號1-4樓,榮獲全國總冠軍,糾正件次(列入違規紀錄),2009-05-11,高市教四字第0980018809號
224,私立育德文理短期補習班,2009-04-09,楠梓區加仁路90號1-4樓,,糾正件次(列入違規紀錄),2009-05-11,高市教四字第0980018812號
225,私立光美文理技藝短期補習班,2009-04-03,三民區信國路77號及地下1樓,班牌不符，增設教室。,糾正件次(列入違規紀錄),2009-06-08,教四字第0980023302號
226,私立莎士比亞外語技藝短期補習班,2009-03-19,三民區明仁路61號3樓,擅自遷址三民區明吉路1號地下1層,糾正件次(列入違規紀錄),2009-05-07,高市教四字第0980018802號
227,私立彩娥舞蹈健美操短期補習班,2009-03-12,前金區自強一路65巷10號,教室1樓變更成3樓,糾正件次(列入違規紀錄),2009-04-10,高市教四字第0980014365號
228,私立羚揚舞蹈短期補習班,2009-03-12,苓雅區仁德街126號9樓之1之2,教室9樓變更成10樓,糾正件次(列入違規紀錄),2009-04-10,高市教四字第0980014268號
229,私立成大文理短期補習班建國分班,2009-02-19,苓雅區建國一路32號3-5樓,苓雅區建國一路32號6樓增設教室1間，有學生20名，正在上數學課,糾正件次(列入違規紀錄),2009-03-05,高市教四字第0980010324號
230,私立成大外語短期補習班,2009-02-19,苓雅區建國一路9之3號1樓,苓雅區建國一路9之3號4樓增設教室2間，5樓增設教室3間,糾正件次(列入違規紀錄),2009-03-05,高市教四字第0980008499號
231,私立恆青文理技藝短期補習班左營分班,2009-02-13,左營區先勝路56號3樓,1-4樓屋後及5-6樓違建,糾正件次(列入違規紀錄),,
232,私立中美美語短期補習班,2009-02-04,左營區新莊一路146號,擅自增設教室,糾正件次(列入違規紀錄),2009-03-04,高市教四字第09800號
233,私立鋒範文理短期補習班,2009-01-15,三民區建國二路224號1-3樓,擅自遷址至洛陽街15號,停止招生一個月,2009-02-03,高市教四字第0980003764號
234,私立尚育文理短期補習班,2009-01-07,鼓山區華榮路409號1-2樓,,停止招生一個月,2009-02-03,高市教四字第0980003763號
235,財團法人功學社學術獎助基金會附設五福音樂語文短期補習班,2008-12-22,鹽埕區五福四路104號1樓,擴大班舍，地下室及2-3樓增設教室。,糾正件次(列入違規紀錄),2009-03-04,高市教四字第09800號
236,私立鋒範文理短期補習班,2008-12-03,三民區洛陽街20號(遷址),擅自遷址至新興區洛陽街15號1-2樓,糾正件次(列入違規紀錄),2009-01-08,高市教四字第0970000754號
237,私立小群文理短期補習班,2008-11-28,苓雅區漢昌街19號1-3樓,擅自於福德班路51號增設分教室,糾正件次(列入違規紀錄),2009-01-08,高市教四字第0980010026號
238,私立龍軒文理短期補習班,2008-11-17,三民區大豐二路197號1-2樓,擅自遷址至寶興路112號1-2樓,糾正件次(列入違規紀錄),2008-12-12,高市教四字第0970049907號
239,私立李麥克英語短期補習班,2008-11-13,左營區重上街235號1-2樓,屋後搭建遮雨棚，移請違章建築處理大對處理。,糾正件次(列入違規紀錄),2008-12-12,高市教四字第0970049908號
240,私立樂匠文理技藝短期補習班,2008-11-03,左營區榮成一街82號1-2樓,交通車超載，違規使用騎樓用地。,糾正件次(列入違規紀錄),,
241,私立書香文理短期補習班,2008-08-12,三民區金山路364號1-3樓,招收幼兒全日收托與規定不符。,糾正件次(列入違規紀錄),,
242,私立文山文理短期補習班,2008-08-08,小港區樂利路2號2-4樓,於小港區樂利路2號1樓，增設辦公室1間,糾正件次(列入違規紀錄),2008-09-08,高市教四字第0970034715號
243,私立漢娜外語短期補習班,2008-07-29,楠梓區加宏路161巷2號1-2樓,擅自於楠梓區加宏路161巷4號1-2樓增設圖書館及視聽教室各1間，與規定不符。,糾正件次(列入違規紀錄),,
244,私立友緣外語短期補習班,2008-07-24,三民區鼎金後路526號1.3.4樓,該班擅自於三民區鼎金後路526號2樓暨528號1-4樓增設教室3間，班牌以「友緣文理技藝補習班」懸掛，與規定不符。,糾正件次(列入違規紀錄),,
245,私立小樹苗文理技藝短期補習班,2008-07-22,三民區民族一路543巷16號1-2樓,擅自遷址至三民區民族一路543巷13號1-2樓,糾正件次(列入違規紀錄),,
246,私立禾苗文理短期補習班,2008-05-29,三民區建元路9巷3號2樓,教室借予托兒所使用,糾正件次(列入違規紀錄),2008-07-11,高市教四字第0970026954號
247,私立長春藤外語短期補習班,2008-05-27,楠梓區德賢路380巷39號1.3.4樓,擴大班舍。,糾正件次(列入違規紀錄),2008-06-12,高市教四字第0970022588號
248,私立學廬文理短期補習班,2008-05-26,三民區建國二路198號1-2樓,擅自擴大班舍,糾正件次(列入違規紀錄),2008-06-12,高市教四字第0970022600號
249,私立桓新數學短期補習班,2008-04-28,左營區文萊路284號1-3樓,於重上街248號增設教室,糾正件次(列入違規紀錄),2008-06-11,高市教四字第0970022466號
250,私立百揚升學文理短期補習班,2008-04-25,鼓山區明倫路42號1-2樓,擅自遷址至左營區自由四路39號,糾正件次(列入違規紀錄),,
251,私立多元智能文理短期補習班,2008-04-18,左營區文瑞路57號1-2樓,交通車。該班以經營托兒所方式收托學齡前幼兒19名，與規定不符。,糾正件次(列入違規紀錄),2008-05-07,高市教四字第0970017480號
252,私立童話城堡外語短期補習班,2008-04-18,三民區澄和路110號1-3樓,擅自擴大班舍，於三民區澄和路106、108號1-3樓增設2間教室、1間辦公室及1間休息室，與規定不符。,糾正件次(列入違規紀錄),2008-05-08,高市教四字第0970017565號
253,私立易昇文理技藝短期補習班,2008-04-17,楠梓區楠梓路269巷8號1-3樓,於樂群路123號1-2樓增設教室,糾正件次(列入違規紀錄),2008-05-07,高市教四字第0970017479號
254,私立喬宇文理短期補習班,2008-04-10,鼓山區華榮路339、341號1-3樓,交通車違規；發現該班班牌以「莘強文教機構」懸掛及增設安親班,糾正件次(列入違規紀錄),2008-05-08,高市教四字第0970017567號
255,私立智橋文理技藝短期補習班,2008-04-08,左營區富國路470號2樓,交通車。左營區富國路470號2樓暫增設教室,糾正件次(列入違規紀錄),2008-05-08,高市教四字第0970017546號
256,私立克里斯多福美語短期補習班,2008-03-28,三民區大順二路975號2樓,交通車違規；班牌不符規定以「克里斯多福美國學校」懸掛。,停止招生一個月,2008-04-11,高市教四字第0970013916號
257,巨匠電腦股份有限公司建工分公司附設電腦短期補習班,2008-03-28,三民區大昌二路307號,擅自遷址至大昌二路,糾正件次(列入違規紀錄),2008-04-11,高市教四字第0970013926號
258,私立正心外語短期補習班,2008-01-09,三民區義德路125號1-4樓,未以正確班名懸掛班牌，擴大班舍，於義德路127號1-2樓增設教室1間。,停止招生一個月,2008-02-12,高市教四字第0970005294號
259,私立優肯文理短期補習班,2008-01-09,三民區義華路149號1-3樓,班牌以「龍門陽明直營校」懸掛,糾正件次(列入違規紀錄),2008-02-13,高市教四字第0970005291號
260,私立全美升學文理短期補習班,2007-12-17,三民區義華路159巷24號2-3樓、26號1-3樓、145號1-3樓,157號住戶停車糾紛（回復電話：３８４８０７１），擅自擴大班舍,糾正件次(列入違規紀錄),2008-01-10,高市教四字第0970001238號
261,私立威利文理短期補習班,2007-11-20,三民區正興路160號1-3樓,擅自擴大班舍三民區正興路162號1-3樓設教室4間。,停止招生一個月,,
262,私立日月文理短期補習班,2007-11-16,楠梓區三山街166號1-2樓,擅自擴大班舍，3-4樓增設教室。,糾正件次(列入違規紀錄),,
263,私立群益文理短期補習班,2007-11-16,楠梓區樂群路92之1號1-2樓,擅自增設教室、增科(市民反映開設安親班),糾正件次(列入違規紀錄),,
264,私立安華美語短期補習班,2007-10-29,三民區九如一路337號1-2樓,停止營業。,公告撤銷立案,,
265,私立安得魯文理技藝短期補習班,2007-10-29,左營區博愛二路418號2樓、地下1樓,停止營業。,公告撤銷立案,,
266,私立瀚英升學文理短期補習班,2007-10-22,三民區大連街311號1-3樓,停止營業,公告撤銷立案,,
267,私立元頂文理短期補習班,2007-10-22,三民區鼎強街462巷2弄1號1-2樓,停止營業,公告撤銷立案,2007-12-03,高市教四字第0960050493號
268,私立百博文理短期補習班明華分班,2007-10-15,鼓山區南屏路538號(2樓),1樓增設辦公室及文信路242號1-2樓增設教室，與規定不符。,糾正件次(列入違規紀錄),,
269,私立建成文理短期補習班,2007-09-19,前鎮區永豐路32號1-2樓,擅自擴大班舍，於地下室及5樓增設教室。,停止招生一個月,2007-10-16,高市教四字第0960042399號
270,私立奇異果文理短期補習班,2007-09-17,楠梓區慶昌街11巷23-3號,楠梓區慶昌街11巷23號1樓擅自擴大班舍,糾正件次(列入違規紀錄),2007-10-16,高市教四字第0960042511號
271,私立宇暘外語短期補習班,2007-09-14,左營區明華一路169號1-4樓,擅自遷址至左營區至聖路238號，變更班明為私立崇聖文理短期補習班,糾正件次(列入違規紀錄),2007-10-16,高市教四字第0960042505號
272,私立學立升學文理短期補習班,2007-09-07,三民區建國三路169號10-1、10-2、10-3、10-4、10-5樓,已無營業情形,公告撤銷立案,2007-10-03,高市教四字第09600號
273,私立小博士心算短期補習班,2007-08-16,三民區十全一路349號1樓、351號1-3樓,於2-4樓增設教室。,糾正件次(列入違規紀錄),,
274,私立聖學文理短期補習班龍華分班,2007-08-16,左營區忠貞街93號1-5樓,於至聖路號1-5樓增設教室。,糾正件次(列入違規紀錄),2007-09-14,高市教四字第0960037718號
275,私立弘學文理短期補習班,2007-08-10,左營區忠言路7號1-3樓,擅自擴大班舍，於左營區忠言路16號1-5樓設教室7間。,停止招生六個月,,
276,私立新超級小孩外語短期補習班,2007-08-10,左營區光興街58巷15號1樓,於2樓增設教室,糾正件次(列入違規紀錄),2007-09-14,"高市教四字第0960037716 號"
277,私立麥特綸語文技藝短期補習班,2007-08-03,苓雅區林森二路21號6樓,擅自遷址,停止招生三個月,2007-09-13,高市教四字第0960037573號
278,私立創智文理短期補習班楠梓分班,2007-08-03,楠梓區楠梓路277號1-4樓,未依規定申請廣告物許可證，違建、未申請裝修證明。,糾正件次(列入違規紀錄),,
279,私立普立茲外語短期補習班,2007-08-01,楠梓區楠陽路75號3-4樓及楠陽路79號2-4樓,擅自擴大班舍,糾正件次(列入違規紀錄),2007-09-14,高市教四字第0960037719號
280,私立爬格子文理短期補習班,2007-07-27,前鎮區英德街52-1號1-3樓,班牌以「爬格子國語文」懸掛，與規定不符。該班擅自於英德街52-1號4樓擴大班舍，增設教室1間，與規定不符。,糾正件次(列入違規紀錄),2007-09-13,高市教四字第0960037544號
281,私立佑昌文理珠心算短期補習班,2007-06-29,楠梓區萬昌街3號1-4樓,4-5樓增設教室1間，1-3樓屋後增設違建教室2間，廚房1間，請立即停止使用。,停止招生一個月,2007-08-06,高市教四字第09600號
282,私立及第升學文理短期補習班,2007-06-28,三民區松江街193號,該班擅自於三民區松江街193號2樓增設教室1間，DVD班有11位學生看錄影帶。,糾正件次(列入違規紀錄),2007-08-06,高市教四字第0960032021號
283,私立國語日報短期補習班,2007-06-12,苓雅區林森二路21號5號,該班為私立麥特綸語文技藝短期補習班，擅自遷址至苓雅區林森二路21號5樓,停止招生三個月,2007-07-04,高市教四字第0960026444號
284,私立勝儒文理短期補習班,2007-05-18,楠梓區慶昌街21號1-2樓,於楠梓區慶昌街32號增設教室，請立即停辦。,糾正件次(列入違規紀錄),2007-06-07,高市教四字第0960022431號
285,私立英文快樂玩外語短期補習班,2007-05-11,三民區義德路109號1-3樓,班牌內容與核定班名不符，4樓擅自擴大班舍。,糾正件次(列入違規紀錄),2007-06-07,高市教四字第0960022414號
286,私立正心外語短期補習班,2007-05-11,三民區義德路125號1-4樓,義德路127號2-3樓增設教室、班名不符。,糾正件次(列入違規紀錄),2007-06-07,高市教四字第0960022496號
287,私立金博士文理技藝短期補習班,2007-04-25,左營區重上街249號1-3樓,擅自遷址至左營區重明路20號,公告撤銷立案,2007-07-06,高市教四字第0960026988號
288,私立學優生文理短期補習班,2007-04-25,左營區文萊路286號1-3樓,擅自遷址至左營區重明路22號,公告撤銷立案,2007-07-06,高市教四字第0960026987號
289,私立下課後文理短期補習班,2007-04-16,三民區建國三路218巷2號1樓,三民區建國三路220號1-2樓違規使用擴大班舍,糾正件次(列入違規紀錄),2007-05-07,高市教四字第0960017497號
290,私立小老鼠資訊文理補習班,2007-04-16,鹽埕區大智路111號1-2樓,擅自擴大班舍，於鹽埕區大勇路113號1、4樓增設教室4間。,糾正件次(列入違規紀錄),2007-05-07,高市教四字第0960017468號
291,私立百瀚外語短期補習班,2007-04-13,三民區博愛一路43號1-2樓,於三民區博愛一路43號3-4樓增設教室,糾正件次(列入違規紀錄),2007-05-07,高市教四字第0960017504號
292,私立全壘打升學文理短期補習班,2007-04-10,三民區義華路185號1-2樓,擅自擴大班舍於3-4樓增設教室2間。,糾正件次(列入違規紀錄),2007-05-07,高市教四字第0960017495號
293,私立東昇文理短期補習班,2007-03-22,小港區崇本街70號1-2樓,擅自於小港區崇本街70號3-5樓，增設教室9間，，與規定不符,糾正件次(列入違規紀錄),2007-03-30,高市教四字第0960012333號
294,私立威利文理短期補習班,2007-03-19,三民區正興路160號1-3樓,三民區正興路162號增設教室5間,糾正件次(列入違規紀錄),2007-04-04,高市教四字第0960012834號
295,私立高碩文理短期補習班,2007-02-08,左營區文慈路124號、126號、130號1-3樓,1.該班擅自於文慈路124號、126號、130號4-5樓增設教室各2間；文慈路154號1-5樓及民族一路901巷50號1-3樓擴大班舍，違規使用，與規定不符。2.各樓教室座位未達每名學生1.5平方公尺之規定。,糾正件次(列入違規紀錄),2007-03-12,高市教四字第0930009125號
296,私立培佛茲文理短期補習班,2007-01-09,左營區立大路156號1-4樓,班牌以「培佛茲潛能e學苑」懸掛，擅自於1樓屋後違建及5樓違建增設教室各1間。載送學生交通車(遊覽車)超載。,糾正件次(列入違規紀錄),2007-02-08,高市教四字第0960005732號
297,私立東冠文理短期補習班,2007-01-09,左營區重忠路156號1-3樓,擅自於1樓屋後違建增設教室,糾正件次(列入違規紀錄),2007-02-08,高市教四字第0960005734號
298,私立學優生文理短期補習班,2006-10-26,左營區文萊路286號1-3樓,擅自遷址至左營區重明路22號1-3樓,停止招生一個月,2006-11-09,高市教四字第0950043479號
299,私立欣哈佛升學文理短期補習班,2006-09-14,苓雅區憲政路229號1-2樓,擅自於苓雅區憲政路229號1-3樓增設辦公室1間、休息室1間〈7名小朋友〉、教室3間〈10名學生〉，地下室為圖書室〈有數位學生在地下室出入〉,停止招生三個月,2006-10-18,高市教四字第0950039945號
300,私立佑昌文理珠心算短期補習班,2006-08-21,楠梓區萬昌街3號1-4樓,1-4樓增違建部分，增設教室2間及廚房。,糾正件次(列入違規紀錄),2006-09-06,高市教四字第090033551號
301,私立鐵甲武士外語短期補習班,2006-07-13,左營區華夏路937號1-2樓,班名變更為「乙尚外語文理補習班」,限期改善件次,2006-08-03,高市教四字第0950028743號
302,私立上堡外語電腦短期補習班,2006-07-06,左營區重清路34號1-4樓,班名以「私立上堡外語文理補習班」書寫,限期改善件次,2006-08-03,高市教四字第0950028742號
303,私立華納文理短期補習班,2006-06-15,前鎮區一心二路45號4樓之2,增設教室2間,限期改善件次,2006-07-05,高市教四字第0950023999號
304,私立嬌姿舞蹈短期補習班,2006-06-02,三民區覺民路218號3樓,原班址九如一路，現搬遷至覺民路。,限期改善件次,2006-07-05,高市教四字第0950023988號
305,私立睿曜文理短期補習班,2006-05-15,楠梓區加仁路80巷12號1-2樓,2006-05-10民眾檢舉，對面早餐店樓上擅自增設教室。加仁路80巷23號2-3樓、10號1樓增設教室,糾正件次(列入違規紀錄),2006-06-09,高市教四字第0540020135號
306,私立麥特綸語文技藝短期補習班,2006-04-17,苓雅區林森二路21號6樓,擅自遷址,停止招生一個月,2006-05-10,高市教四字第0950016260號
307,私立高名文理短期補習班陽明分班,2006-04-12,三民區天民路178號2-3樓,擅自擴大班設,限期改善件次,2006-05-10,高市教四字第0950016259號
308,私立聖學文理短期補習班左營分班,2006-04-06,左營區文慈路120號1-3樓,班名未依規定名稱書寫，收據未加註退費規定。,限期改善件次,2007-05-10,高市教四字第0950016208號
309,私立美律藝術人文技藝文理短期補習班,2006-03-03,"左營區安吉街171,173號","擅自遷址至安吉街171,173號",糾正件次(列入違規紀錄),2006-04-04,高市教四字第0950011477號
310,私立李老師文理短期補習班,2006-02-08,旗津區旗津三路932巷14號1-2樓,擅自遷址,限期改善件次,2007-03-13,高市教四字第0950008577號
311,私立米棋美語短期補習班,2006-01-25,三民區莊敬路76號1-3樓,擅自擴大班舍,限期改善件次,2006-02-14,高市教四字第0950005010號
312,私立科見外語短期補習班,2006-01-18,前金區中華三路77號1樓夾層、77之1號4樓之1室,擅自擴大班舍,限期改善件次,2006-02-10,高市教四字第0950004504號
313,私立百事得文理短期補習班,2006-01-11,小港區漢民路638號4樓,1-4樓後方增建,限期改善件次,2006-02-15,高市教四字第0950005164號
314,私立強林文理短期補習班,2006-01-05,三民區天津街231、235號1-2樓,擅自擴大班舍，於天津街231、235號3樓各增設教室1間；班牌未依正確班名書寫。,限期改善件次,2006-02-14,高市教四字第0950005012號
