序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
15,私立昱明文理短期補習班,2020-08-26,雲林縣斗六市榴中里7鄰南仁路25號,未辦理公共安全申報,限期改善件次,2020-09-01,府建用二字第1093924856號
16,私立華爾街美語短期補習班,2020-08-26,斗六市中正路23號1~2樓,建築物走廊(室內通路)置放物品、阻塞,限期改善件次,2020-09-01,府建用二字第1093924822號
17,私立好點子文理短期補習班,2020-08-26,斗六市大同路205號1-2樓,建築物走廊(室內通道)致放物品、阻塞,限期改善件次,2020-09-01,府建用二字第1093924819號
18,私立大大文理短期補習班,2020-08-24,斗六市公正里平等街49號1-4樓、斗六市公正里平等街41號1樓,"揭建築物走廊(室內通路)及避難層出入口(一樓後 面出口)置放物品、阻塞",限期改善件次,2020-08-26,府建用二字第1093924562號
19,巨匠電腦股份有限公司斗六分公司附設雲林縣私立巨匠電腦短期補習班,2020-08-12,斗六市民生路191、193、195號,建築物現況與原核准圖說不符,限期改善件次,2020-08-13,府建用二字第1093923070號
20,私立張鈞文理短期補習班公誠分班,2020-08-05,雲林縣斗六市三平里慶生路261-263號1、2樓,建築物(慶生路261號)2樓緊急進口封閉,限期改善件次,2020-08-07,府建用二字第1093922389號
21,私立常春藤文理短期補習班,2020-08-05,崙背鄉南陽村大成路96號,未提供立案證書、服務契約書、個人資料檔案安全維護計畫、性騷擾防治資料(防治要點、禁騷聲名、自主檢查表、未張貼海報及貼紙)；公共意外責任險逾限；教職員師資異動未核備,限期改善件次,2020-08-13,府教社二字第1092428987號
22,私立格德文理短期補習班,2020-08-05,崙背鄉崙前村三民街29號,立案證書未懸掛明顯處；教職員師資異動未核備；未註明退費規定；未提供服務契約書、個人資料檔案安全維護計畫、性騷擾防治資料(防治要點、禁騷聲名、自主檢查表),限期改善件次,2020-08-13,府教社二字第1092428985號
23,威爾森文教事業股份有限公司附設雲林縣私立高登文理短期補習班,2020-08-05,雲林縣斗六市上海路215號1-4樓,建築物走廊置放物品、阻塞,限期改善件次,2020-08-10,府建用二字第1093922489號
24,私立貝登堡美語短期補習班,2020-07-22,斗六市公誠里南京路399號,建築物第二、三層緊急進口裝設鐵窗並上鎖,限期改善件次,2020-07-23,府建用二字第1093920710號
25,私立啟思文理短期補習班,2020-07-22,斗六市南京路424號,"建築物第三、四層用途不符(增設教室),擅自變 更作為補習班使用,及未辦理建築物公共安全檢查簽證及申報。",限期改善件次,2020-07-23,府建用二字第1093920709號
26,私立達文西文理短期補習班,2020-07-22,斗六市保長路27-1號,未提供立案證書、公共意外責任險保單、收費收據退費規定、服務契約書、個人資料檔案安全維護計畫、性騷擾防治資料(防治要點、禁騷聲名、自主檢查表)；未經核准使用1.2樓後面、3樓班舍,限期改善件次,,
27,威力教育事業股份有限公司附設雲林縣私立威力文理短期補習班,2019-11-19,斗六市西平路179號2樓,收費收據未註明退費規定(已改善)、服務契約書未更新(已改善)、未設避難器具、性騷擾資料未繳交(已改善)、教職員未登錄齊全,糾正件次(列入違規紀錄),2019-11-27,府教社二字第1082443626A號
28,雲林縣私立幼獅社會教育中心附設技藝短期補習班,2019-08-14,虎尾鎮永安街73號,教職員異動未核備、擅自增1、2樓後面班舍/增音樂班及瑜珈班,限期改善件次,2019-09-05,府教社二字第1082433851號
29,私立龍興文理短期補習班,2019-07-31,土庫鎮新建路6之12號,未異動核備,限期改善件次,2019-08-07,府教社二字第1082431765號
30,私立格林文理短期補習班,2019-07-10,水林鄉水林路57號,擅自使用1、2樓後面班舍、擅自擴增科目,限期改善件次,2019-07-10,府教社二字第1082426967號
31,雲林縣私立大美加文理短期補習班,2019-06-05,麥寮鄉復興路75號,教職員異動未核備、未提供服務契約書,限期改善件次,2019-07-10,府教社二字第1082422783號
32,私立班傑明富蘭克林語文短期補習班,2019-05-22,斗南鎮中正路362號1-3樓,擅自增科(國小全科)、教職員及班主任異動未核備、未提供服務契約書及個資維護計畫(5/31補正),限期改善件次,2019-06-05,府教社二字第1082418879號
33,私立麥可文理短期補習班,2019-05-22,斗南鎮中正路231號3樓,聘用教師未依規定辦理、未提供服務契約書、個資維護計畫、履保機制(6/5改善月繳),限期改善件次,2019-06-05,府教社二字第1082418839號
34,私立愛迪亞文理短期補習班,2019-05-17,斗六市公正里內環路448號,異動未核備、擅自增科(國小全科),限期改善件次,2019-06-12,府教社二字第1082417887號
35,吳爾夫國際文教有限公司附設雲林縣私立吳爾夫英文文理短期補習班大成分班,2019-04-24,虎尾鎮平和里大成街301號2-3樓,擅自擴?班舍、增設類科(國小全科)、教職員異動未核備,限期改善件次,2019-05-09,府教社二字第1082415169號
36,私立亞瑟美語短期補習班,2019-04-24,虎尾鎮穎川里林森路二段438之10號,擅自擴?班舍(3樓)、未提供服務契約書、個資維護計畫、未換103新證(97年),限期改善件次,2019-06-12,府教社二字第1082415167號
37,私立張鈞文理短期補習班雲小分班,2019-04-17,斗六市莊敬路142號1-2樓,擅自擴增3樓班舍,限期改善件次,2019-05-03,府教社二字第1082413966號
38,私立英理文理短期補習班,2018-09-06,西螺鎮光明西路232號,未落實於系統填報教師異動資料,限期改善件次,2018-09-18,府教社二字第1072432717號
39,私立超越英語短期補習班,2018-08-22,斗六市鎮北里北平路223巷1弄9號1-2樓,招牌與核准設立類科不符(國小暑期班、安親課輔班、國小數學、兒童美語)、未提供個人資料檔案安全維護計畫/性騷擾防治措施/服務契約書及收費收據退費規定不符規定,限期改善件次,2018-09-06,府教社二字第1072430402號
40,私立新學文文理短期補習班,2018-08-15,北港鎮中正路122之1號2樓,未經核准即擅自遷址（北港鎮中正路122之1號）、擅自增設類科、未提供個人資料檔案安全維護計畫/服務契約/性騷擾防治資料,限期改善件次,2018-08-29,府教社二字第1072429473號
41,私立啟思文理短期補習班,2018-08-08,斗六市南京路424號,未經核准即擴充1-4樓班舍(辦理增班舍變更中)、招牌與核准設立科目不符(高中英數),限期改善件次,2018-08-21,府教社二字第1072428561號
42,私立華精珠心算文理短期補習班,2018-08-08,斗六市鎮東路170號,招牌與核准設立類科不符((安親、課輔、專業美語)、未提供個人資料檔案安全維護計畫/性騷擾防治措施/與學員締約之服務契約書且收費收據退費不符規定,限期改善件次,2018-08-21,府教社二字第1072428562
43,私立幼青園文理短期補習班,2018-08-08,斗六市明德北路二段107號,招牌與核准設立科目不符(國小課業輔導、安親)、未提供個人資料檔案安全維護計畫/服務契約書/性騷擾防治措施、收費收據未註明退費規定,限期改善件次,2018-08-21,府教社二字第1072428707號
44,私立優暘文理短期補習班,2018-07-25,斗六市永安路62號,2-4樓隔間與原核准圖不符、未立案違規使用斗六市正心路2號作為補習班場所並公開招生（招牌及布條）、未提供個人資料安全維護計畫、收費收據退費規定未符規定,限期改善件次,2018-08-07,府教社二字第1072426774號
45,私立浩強文理短期補習班,2018-07-18,虎尾鎮立仁里13鄰立仁街37號1-3樓,未經核准擴充班舍/擅自增設類科(籌辦增班舍、科目變更中)、招牌不符規定(兒美、安親、國中、私中),限期改善件次,2018-07-31,府教社二字第1072426541號
46,私立貝登堡美語短期補習班,2018-06-27,斗六市公誠里南京路399號,"擅自擴充3-4樓班舍、招生科目與申請設立不符(國小國語、數學、社會、自然)、教職員異動未核備 、未提供個人資料檔案安全維護計畫、未張貼性騷擾防治海報貼紙",限期改善件次,2018-07-03,府教社二字第1072423144號
47,私立小木馬文理短期補習班,2018-06-27,斗六市中華路497號,擅自擴充3班舍(規避3樓教室稽查)/班級數且超收45人(目前籌辦增設班舍申請中)、招生科目與申請設立不符(國小國語、數學、社會、自然)、教職員異動未核備,限期改善件次,2018-07-03,府教社二字第1072423148號
48,私立海德堡文理短期補習班,2018-06-13,大埤鄉怡然村怡美路7之6號1-2樓,招生科目與申請設立不符(國小國語、國小社會、國小自然)、未提供個人資料檔案安全維護計畫/服務契約書/性騷擾防治資料、收費收據不符規定,限期改善件次,2018-06-25,府教社二字第1072421232號
49,私立辰達電腦文理短期補習班,2018-06-06,臺西鄉民族路42之3號2樓(擅自遷址至臺西鄉民族路16-7號2F),擅自遷址,糾正件次(列入違規紀錄),2018-06-13,府教社二字第
50,私立建科文理短期補習班,2018-05-23,元長鄉中山路20之3號,招牌不符規定（安親）、教職員異動未核備、擅自擴充2、3樓班舍,限期改善件次,2018-05-31,府教社二字第1072418652號
51,私立宥佑文理短期補習班,2018-05-23,元長鄉長南村中興街18巷10之2號,"擅自擴充班舍（1樓後面）、招生科目與設立核准科目不符（招牌美語）、招牌不符規定(課輔班)、班主任非專任、  未提供服務契約書",限期改善件次,2018-06-01,府教社二字第1072418667號
52,私立資優文理短期補習班,2018-05-16,斗南鎮文昌路273號,招牌不符規定(安親)、違法經營課照中心(安親班)、招生科目與申請設立科目不符(國中理化、國中英文)(107.6.7改善)、立案證書未懸掛明顯處(107.6.7改善)、教職員異動未核備、擅自擴增班舍(部份住宅用途改為教室使用)(107.6.12改善)、收費收據不符規定(107.6.12改善)、未訂定服務契約書(107.6.13改善)、未訂定個人資料檔案安全維護計畫(107.6.7改善)、性騷擾防治措施未訂定(107.6.7改善),限期改善件次,2018-05-24,府教社二字第1072417795B號
53,私立全能文理短期補習班,2018-05-16,斗南鎮新興街77號,不符合補教法第9條第4項規定(教職員異動核備)、擅自擴增班舍(2-5樓)、收費收據不符規定(107.6.21改善)、未訂定服務契約書(107.6.21改善)、未訂定個人資料檔案安全維護計畫(107.6.21改善)、性騷擾防治措施未訂定(107.6.21改善),限期改善件次,2018-05-24,府教社二字第1072417795A號
54,私立文心文理短期補習班,2018-04-18,斗六市東興街168之2號,招牌不符規定(課輔)招生科目與申請設立科目(文理)不符(國中英數、心算)、教職員異動未核備、收費收據不符規定、未提供服務契約書/個人資料檔案安全維護計畫/性騷擾防治措施、消防設備未符合規定(緩降機下降空間障礙、器材缺失劣化),限期改善件次,2018-04-23,府教社二字第1072413123D號
55,私立模範生文理短期補習班,2018-04-18,林內鄉中正路40號1樓,擅自擴增班舍(2樓-未提出公安申報且用途不符且設置消防安全設備)、收費收據不符規定、未提供服務契約書/個人資料檔案安全維護計畫/性騷擾防治措施,限期改善件次,2018-04-23,府教社二字第1072413123A號
56,私立資優陽明文理短期補習班,2018-04-18,斗六市鎮南路110、112號,招牌不符規定(安親)、招生科目與申請設立科目不符(理化)、擅自擴增班舍(112號3樓、110號1樓後方)、收費收據不符規定、未提供服務契約書/個人資料檔案安全維護計畫/性騷擾防治措施,限期改善件次,2018-04-23,府教社二字第1072413123E號
57,私立希望文理短期補習班,2018-04-11,西螺鎮文昌路144之5號,立案證書未換證、教職員異動未核備、擅自增加班級數、尚缺服務契約書(已於107.5.22改善)、收費收據(已於107.5.22改善)、個人資料檔案安全維護計畫(已於107.5.20改善)、性騷擾防治資料(已於107.5.22改善)、逃生門走廊有雜物(已於107.5.24改善),限期改善件次,2018-04-25,"府教社二字第1072413868 號"
58,私立張鈞文理短期補習班鎮東分班,2018-03-21,斗六市鎮東路178號,招生科目與申請設立科目不符(招牌-作文、國中全科、高中全科)、教職員異動未核備、擅自擴增班舍(3樓)(107.6.15改善)、收費收據不符規定(107.6.5改善)、未提供服務契約書/個人資料檔案安全維護計畫、違法經營安親班(收據)、3樓未提出公安申報且未設置消防安全設備(1-3樓逾200平方公尺-需遴用防火管理人),限期改善件次,2018-03-26,府教社二字第1072409629C號
59,私立新名人文理短期補習班,2018-03-08,斗六市莊敬路238號,招生科目與核准設立科目不符(美語)、招牌不符規定(安親、課輔)、擅自擴增班舍(4樓後方)(1070322補資料確認)、未提供(新版)服務契約書,限期改善件次,2018-03-12,府教社二字第1072407644號
60,私立諾貝爾文理短期補習班,2017-11-27,斗南鎮黎明中路7號,擅自變更車體,糾正件次(列入違規紀錄),2017-12-05,罰單號碼:KAR060890
61,私立米樂斯文理短期補習班,2017-11-07,褒忠鄉埔姜村三民路147巷6號之2,超載,糾正件次(列入違規紀錄),2017-11-07,罰單號碼:嘉監字第72M00006號
62,私立先優文理短期補習班,2017-09-26,大埤鄉南和村中正路52-1號1-3樓,超載,糾正件次(列入違規紀錄),2017-09-26,罰單號碼:72M00003Y
63,私立茂毅文理短期補習班,2017-09-07,斗六市三平里慶生路265號1-2樓,擅自變更班名(招牌廣告)、未懸掛立案證書於明顯處、未提供公共意外責任險保單、未填報教職員資料、擅自變更招生科目、收費收據不符合規定(無班名、班址、立案字號、退費規定)、未使用服務契約書、未張貼性騷擾防治海報、未有個人資料檔案安全維護計畫、違法經營安親班,限期改善件次,2017-09-08,府教社二字第1062431142號函
64,私立睿達文理短期補習班,2017-08-23,雲林縣斗六市成功里五權街106號,教師資料未填報齊全、擅自增科、未提供收費收據,限期改善件次,2017-09-01,府教社二字第1062429673D號
65,私立金榜題名文理短期補習班,2017-08-23,斗六市鎮東里育英北街9號1-2樓,該班址無營業事實，已改為飲料店經營,公告撤銷立案,2017-09-01,府教社二字第1062429673E號
66,私立宏豪文理短期補習班,2017-08-02,水林鄉水南村東平街28號,立案證書未懸掛於明顯處、教職員資料不齊、擅自變更招生對象、未提供收費收據及服務契約書、未提供個人資料檔案安全維護計畫、未提供性騷擾防治資料、未辦理105年公安申報,限期改善件次,2017-08-10,府教社二字第1062427329號
67,私立貞惠文理短期補習班,2017-07-26,斗六市鎮北里天津路5號1-3樓,立案證書未懸掛明顯處、教職員資料不符合補教法第9條第4項(異動核備)、收費收據不符規定、未提供服務契約書、未提供個人資料檔案安全維護計畫、未提供性騷擾防治相關資料、違法經營安親班,限期改善件次,2017-07-28,府教社二字第1062425874D號
68,私立千采技藝短期補習班,2017-07-26,雲林縣斗六市公誠里北平路282號,原班址無營業事實，卻未申請註銷,公告撤銷立案,2017-07-28,府教社二字第1062425874F號
69,私立暢言美日語短期補習班,2017-07-26,斗六市建成路1巷2號,原班址招牌已拆，無營業事實，卻未申請註銷,公告撤銷立案,2017-07-28,府教社二字第1062425874G號
70,私立宜和文理短期補習班,2017-07-19,麥寮鄉麥津村中山路360號,立案證書遺失、擅自增加科目班級數、安親課輔、未提供個人資料檔案安全維護計畫及性騷擾防治資料、未辦理105年公安申報,糾正件次(列入違規紀錄),2017-07-31,府教社二字第1062426085號
71,私立貝斯特美語短期補習班,2017-07-12,斗六市鎮東里內環路800號1-3樓,立案證書未更新、保額不足、教職員資料不齊、未提供服務契約書、未提供個人資料檔案安全維護計畫、未提供性騷擾防治相關資料,限期改善件次,2017-07-17,府教社二字第1062424261D號
72,聖樂社股份有限公司附設雲林縣私立山葉技藝文理短期補習班,2017-07-12,斗六市太平里成功路46-1號2樓,立案證書未懸掛明顯處(107.6.7改善)、未提供公共意外責任險保單(107.6.7改善)、教職員資料不齊、擅自擴增班舍(3-5樓未申請)(107.6.7改善)、未提供收費收據、未提供服務契約書(106.12.20改善)、未提供個人資料檔案安全維護計畫(106.12.20改善)、未提供性騷擾防治相關資料(106.12.20改善)、未提供公安申報書(107.6.7改善),限期改善件次,2017-07-17,府教社二字第1062424261C號
73,私立優暘文理短期補習班,2017-07-12,斗六市永安路62號,安親課輔招牌、立案證書未懸掛明顯處、歐班主任離職未報府變更、招生科目不符原核准內容、2-4樓格間與原核准平面圖不符、未提供收費收據、未提供服務契約書、違法經營安親班、未提供個人資料檔案安全維護計畫、未提供性騷擾防治相關資料,限期改善件次,2017-07-17,府教社二字第1062424261F號
74,私立好點子文理短期補習班,2017-07-12,斗六市大同路205號1樓,課輔招牌、立案證書未懸掛明顯處、未提供公共意外責任險保單、招生科目不符原核准內容、擅自擴增班舍(2樓未申請)、未提供收費收據、未提供服務契約書、未提供個人資料檔案安全維護計畫、未提供性騷擾防治相關資料、未提供公安申報書,限期改善件次,2017-07-17,府教社二字第1062424261E號
75,私立崧塿文理短期補習班,2017-06-21,斗六市合作街2號,未將立案證書懸掛明顯處、現場查核一位教師未提供資料(高中化學)、缺公共意外責任險保單、設立類科不符(高中化學、高中物理)、未提供收費收據、未訂定服務契約書、缺個人資料檔案安全維護計畫、缺性騷擾防治檢查表、未提出公安申報、滅火器逾期未作性能測試、未張貼禁菸標示,限期改善件次,2017-06-26,府教社二字第1062421401D號
76,私立群英文理短期補習班,2017-06-21,斗六市廈門街6號1-4樓,立案證書未懸掛明顯處、現場查核1位教師未提供資料、擅自增設科目(國小英文)、缺服務契約書、缺個人資料檔案安全維護計畫、缺性騷擾防治檢查表、未提出公安申報,限期改善件次,2017-06-26,府教社二字第1062421401A號
77,私立尚學文理短期補習班,2017-06-21,斗六市文化路336號,招牌不符規定(課輔)、立案證書未換證、現場查核兩位教師未提供資料、設立類科不符(英文、課輔)、未訂定服務契約書、違法經營安親班(被子、安親課輔)、缺個人資料檔案安全維護計畫、缺性騷擾防治檢查表,限期改善件次,2017-06-26,府教社二字第1062421401E號
78,私立適華文理短期補習班,2017-06-20,崙背鄉南陽村信義路92號,超載,糾正件次(列入違規紀錄),2017-06-20,罰單號碼:嘉監字第72M000057號
79,私立建國文理短期補習班,2017-04-19,斗六市自由路69號,擅自擴增班舍,限期改善件次,,
80,私立華爾街美語短期補習班,2017-03-16,斗六市中正路23號1~2樓,超載,限期改善件次,2017-03-16,罰單號碼72M000036
81,私立模範生文理短期補習班,2017-03-15,林內鄉中正路40號1樓,擅自擴增班舍(違法使用地下室及2樓作為學生活動空間及教室)、收費收據退費說明不符規定、擅自增加班數、超收學生、未提供服務契約書,限期改善件次,2017-03-17,府教社二字第1062408028E號函
82,私立新立行文理短期補習班,2017-03-15,莿桐鄉延平路151號,設立類科與申請不符、未提供收費收據、未提供服務契約書、招牌與設立類科不符,限期改善件次,2017-03-17,府教社二字第1062408028A號函
83,私立大勝文理短期補習班,2017-03-08,虎尾鎮新吉里工專一街107號1-3樓,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,限期改善件次,2017-03-09,府教社二字第1062407062號
84,私立元聖文理短期補習班,2017-03-08,虎尾鎮北平路224號1樓,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,限期改善件次,2017-03-09,府教社二字第1062407062號
85,私立秀秀舞蹈短期補習班,2017-03-08,虎尾鎮中山路25之12號2樓,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,限期改善件次,2017-03-09,府教社二字第1062407062號
86,私立立勝文理短期補習班,2017-03-06,二崙鄉油車村文化路105號,交通車擅自變更座椅(車號：8409-WP、M5-8853),糾正件次(列入違規紀錄),2017-03-09,府教社二字第1062407172號
87,私立張鈞文理短期補習班公誠分班,2017-03-01,斗六市三平里慶生路261-263號1、2樓,立案證書未懸掛明顯處(106.11.15改善)、未提供公共意外責任險保單(106.11.15改善)、設立類科不符(生物、安親)(106.11.20改善)、擅自擴增班舍(3、4樓)、收費收據不符規定(未有立案字號、退費規定、班名、班址)、班數和學生數不符核定、未訂定服務契約書、招牌與核定科目不符(106.11.15改善),限期改善件次,2017-03-06,府教社二字第1062405943號函
88,私立沈老師文理短期補習班,2017-02-22,斗南鎮中正路253號,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,糾正件次(列入違規紀錄),2017-03-01,府教社二字第1062405483G號
89,私立全文文理短期補習班,2017-02-22,斗南鎮新光里光榮路56巷27-5號1-2樓,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,糾正件次(列入違規紀錄),2017-03-01,府教社二字第1062405483F號
90,私立小南瓜文理短期補習班,2017-02-22,斗南鎮南昌西路251號,立案證書未換證、擅自增科(國中英文數學)、未提供收費收據、未提供服務契約書、招牌廣告科目與設立類科不符,限期改善件次,2017-03-01,府教社二字第1062405483D號
91,私立華盛頓文理短期補習班,2017-02-20,麥寮鄉麥豐村光復南路348號,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,糾正件次(列入違規紀錄),2017-02-24,府教社二字第1062405491號
92,私立林登文理短期補習班,2017-02-10,口湖鄉梧南村興農路23之9號,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,糾正件次(列入違規紀錄),2017-02-21,府教社二字第1062405200號
93,私立北苑英語會話短期補習班,2017-01-24,北港鎮民主路71號2樓,經查班址已無作為補習班使用，卻未申請註銷立案或遷址,糾正件次(列入違規紀錄),2017-02-13,府教社二字第1062403906號
94,私立小博士文理短期補習班,2016-12-20,斗六市三平里南京西路63號1-4樓,以幼童專用車載送國小學童,糾正件次(列入違規紀錄),2016-12-20,罰單號碼KAQ038858
95,私立張鈞文理短期補習班公誠分班,2016-12-20,斗六市三平里慶生路261-263號1、2樓,超載,糾正件次(列入違規紀錄),2016-12-20,罰單號碼KAQ038859
96,私立小博士文理短期補習班,2016-09-20,斗六市三平里南京西路63號1-4樓,以幼童專用車載送國小學童,糾正件次(列入違規紀錄),2016-10-03,嘉監雲站字第1050150562號函
97,私立宜和文理短期補習班,2016-07-06,麥寮鄉麥津村中山路360號,擅自擴大班舍,限期改善件次,2016-07-21,府教社二字第1052423828號
2,私立約翰文理短期補習班,2021-08-05,虎尾鎮中正路217號1-2樓,立案證書未懸掛於明顯處；教職員工異動未核備；未經核准使用2樓後面班舍；未提供服務契約書、個人資料檔案安全維護計畫、性騷擾防治資料(自主檢查表)；招牌有安親字樣,限期改善件次,2021-08-09,府教社二字第1102435932號
3,私立立達文理短期補習班,2021-08-05,雲林縣虎尾鎮自強街71號、85號,未提供服務契約書、個人資料檔案安全維護計畫、性騷擾防治資料(防治要點、禁騷聲名、自主檢查表)；未提出公安申報書,限期改善件次,2021-08-09,府教社二字第1102435936號
