序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
70,私立英才美語短期補習班,2010-11-15,桃園市國際路一段1026巷31號2-3樓,違規經營國小安親課輔、立案證書未懸掛正本、未見公共安全責任險、未落實定型化契約,限期改善件次,,
71,私立傑出語文短期補習班,2010-11-08,平鎮市延平路2段178號1，2樓,退費規定不符規定、廣告招牌不符規定、未見定型化契約,限期改善件次,,
72,私立艾爾語文文理短期補習班,2010-11-05,蘆竹鄉長壽三街26號1-4樓,違規安親、私自增班、立案證書未懸掛正本,限期改善件次,,
73,私立英博語文短期補習班,2010-11-05,蘆竹鄉蘆竹鄉長壽三街22號1-4樓,違規安親、私自增班、立案證書未懸掛正本、收據不符規定、未見定型化契約,限期改善件次,,
74,私立冠雄數學語文短期補習班,2010-11-05,蘆竹鄉長壽三街10號1-4樓,違規安親、私自增班、未見收據、廣告招牌不符規定,限期改善件次,,
75,私立英皇美語文理短期補習班,2010-11-05,蘆竹鄉五福村福祿一街187巷5號1-4樓,違規安親、立案證書未懸掛正本、未見收據、未見公共安全責任險、未落實定型化契約,限期改善件次,,
76,私立智勝文理語文短期補習班,2010-11-05,蘆竹鄉長壽三街20號1-5樓,違規安親、私自增班、立案證書未懸掛正本、收據不符規定,限期改善件次,,
77,菁英國際文教事業有限公司桃園分公司附設私立菁英國際語文短期補習班,2010-11-03,桃園市復興路180號3樓,立案證書未懸掛正本,限期改善件次,,
78,私立威爾森美語短期補習班,2010-11-03,桃園市復興路111號1-4樓,立案證書未懸掛正本、廣告招牌不符規定,限期改善件次,,
79,私立國興美語短期補習班,2010-11-03,中壢市興隆六街15號3、4樓,違規安親、私自增班、立案證書未懸掛正本、收據不符規定、廣告招牌不符規定,限期改善件次,,
80,私立以利亞語文短期補習班,2010-11-03,中壢市長沙路176號1F,違規安親、私自增班、收據不符規定、未落實定型化契約,限期改善件次,,
81,私立皓晟語文短期補習班,2010-11-03,中壢市皓東街25皓1-3樓,違規安親、私自增班、收據不符規定、廣告招牌不符規定,限期改善件次,,
82,私立亞碩音樂美語美術短期補習班,2010-11-03,平鎮市環南路66巷18弄14衖31號1~2樓,違規安親、私自增班、立案證書未懸掛正本、廣告招牌不符規定,停止招生三個月,,
83,私立培利文理美語短期補習班,2010-11-01,龜山鄉復興北路6巷66號1樓、68號1樓,違規安親、私自增班、收據不符規定、未落實定型化契約,限期改善件次,,
84,私立葉氏文理語文短期補習班,2010-10-29,龍潭鄉國聯街85巷1弄3號1-3樓,違規安親、立案證書未懸掛正本、未見公共安全責任險、未落實定型化契紉,限期改善件次,,
85,私立高材生語文文理短期補習班,2010-10-29,龍潭鄉國聯街28號1-2樓,違規安親、私自增班、收據不符規定、未落實定型化契約,限期改善件次,,
86,私立挪亞美語作文短期補習班,2010-10-29,龍潭鄉國聯街21號1-2樓,違規安親、私自增班,限期改善件次,,
87,私立小天使文理電腦短期補習班,2010-10-29,龍潭鄉國聯街27號1-2樓,違規安親,限期改善件次,,
88,私立小樹童美語短期補習班,2010-10-29,桃園縣龍潭鄉中興路211巷45號1-2樓,違規安親、私自增班、立案證書未懸掛正本、收據不符規定、未落實定型化契約,限期改善件次,,
89,私立達人文理短期補習班,2010-10-29,龍潭鄉中興路336巷172號1~2樓,違規安親、私自增班、收據不符規定、未見公共責任險、未落實定型化契約,限期改善件次,,
90,私立亞里士珠心算短期補習班,2010-10-25,平鎮市新榮路31巷12號1樓,違規安親、私自增班、廣告招牌不符規定,限期改善件次,,
91,私立小學士美語短期補習班,2010-10-25,中壢市博愛三路25號1-3樓,私自增班,限期改善件次,,
92,私立劉老師美語珠心算短期補習班,2010-10-13,大園鄉中山南路118號1至2樓,安親課輔、收據不符規定,限期改善件次,,
93,私立竹圍捷登文理美語短期補習班,2010-10-13,大園鄉竹圍街47之13號1~3樓,安親課輔、私自增班、退費規定不符規定,限期改善件次,,
94,私立勝傑數學語文短期補習班,2010-10-08,平鎮市廣泰路140巷6號1-2樓,違規安親,糾正件次(列入違規紀錄),,
95,私立何嘉仁美語日語短期補習班,2010-10-07,中壢市中山路141號1-7樓,,糾正件次(列入違規紀錄),,
96,何嘉仁文教事業股份有限公司桃園分公司附設私立智祥語文短期補習班,2010-10-06,桃園市三民路三段182號1樓,定型化契約不符規定、課輔,限期改善件次,,
97,私立亞碩音樂美語美術短期補習班,2010-09-24,平鎮市環南路66巷18弄14衖31號1~2樓,私增教室、廣告招牌不符規定,限期改善件次,,
98,私立奇好英語短期補習班,2010-09-10,蘆竹鄉南福街200號1樓,違規安親、立案證書未懸掛、廣告招牌不符,限期改善件次,,
99,私立何嘉仁文教事業股份有限公司附設私立智妍英語短期補習班,2010-09-10,桃園市中正路1388號1-2樓,違規安親、未落實定型化契約,限期改善件次,,
100,私立小學士美語文理短期補習班,2010-01-25,中壢市博愛三路25號1-3樓,違規安親、私自增班、收據不符規定、定型化契約未落實,糾正件次(列入違規紀錄),,
101,私立海瑞英語短期補習班,2010-01-11,桃園市大有路426號1-3樓,違規安親、立案證書未懸掛、收據不符規定、廣告招牌不符規定、定型化契約未落實,糾正件次(列入違規紀錄),,
102,私立胡桃鉗美語短期補習班,2009-02-27,楊梅鎮中山北路2段87巷21號1-2樓,違規安親、私自增班、立案證書未懸掛、未落實定型化契約,糾正件次(列入違規紀錄),,
103,私立英斯特文理美語短期補習班,2009-02-27,楊梅鎮中山北路2段87巷1號1-2F,違規安親、立案證書未懸掛、未落實定型化契約,糾正件次(列入違規紀錄),,
104,私立新思路英語文理短期補習班,2009-02-18,平鎮市文化街214號1-4樓,未懸掛公共責任險、未落實定型化契約,糾正件次(列入違規紀錄),,
105,私立加大美語珠心算短期補習班,2009-02-18,平鎮市廣德街93號1，2樓,安親課輔、未懸掛公共責任險,糾正件次(列入違規紀錄),,
106,私立小育昇美語短期補習班,2009-02-16,桃園市昆明路138巷42號1-2樓,安親課輔、私自增班、廣告招牌不符、未落實定型化契約,糾正件次(列入違規紀錄),,
107,私立達蒲語文文理短期補習班,2009-02-16,桃園市同德七街39號1-4樓,安親課輔、未懸掛立案證書、未懸掛公共責任險、未落實定型化契約,糾正件次(列入違規紀錄),,
108,私立孩子堡電腦美語短期補習班,2009-02-11,龜山鄉中興路115巷9號1至2樓,安親課輔、未落實定型化契約,限期改善件次,,
109,私立樺康美語短期補習班,2009-02-11,龜山鄉中興路115巷20號1、2樓,安親課輔、私自增班、廣告招牌不符、未懸挂公共責任險、未落實定型化契約,糾正件次(列入違規紀錄),,
110,私立翰萱美語短期補習班,2009-02-11,龜山鄉頂興路34-2號1-4樓,安親課輔、私自增班,糾正件次(列入違規紀錄),,
111,私立百虹文理美語短期補習班,2009-02-11,龜山鄉頂興路34-5號1-3樓,安親課輔、未落實定型化契約、未懸掛公共責任險,糾正件次(列入違規紀錄),,
112,私立昂里文理美語短期補習班,2009-02-11,桃園縣龜山鄉頂興路157巷38弄12號1樓,安親課輔、未懸掛公共責任險,糾正件次(列入違規紀錄),,
113,私立名家美語珠算文理短期補習班,2007-11-09,中壢市榮民南路240.242號1樓,托兒及課後輔導,限期改善件次,2007-12-18,府教社字第0960424930
114,私立新育美語會話短期補習班,2004-04-13,桃園市成功路一段31-2號3樓,擅自增設教室、未經許可僱用外師,停止招生三個月,2004/05/13,0930116569
115,私立瑋智電腦桃園分班短期補習班,2004-03-26,桃園市民族路42號1至2樓,班務經營不符規定,糾正件次(列入違規紀錄),2004-04-16,0930091071
116,亞瑟王美語,2004-03-25,桃園市泰昌八街21號1-2樓,班務經營不符規定,糾正件次(列入違規紀錄),2004-04-16,0930091068
117,私立育坤文理語文短期補習班,2004-01-08,大園鄉中正一街50號1-3樓,擅自擴增班舍教室及建築物違規使用,糾正件次(列入違規紀錄),2004-02-16,府教社字第0930033847號
118,私立立強語文短期補習班,2003-11-06,新屋鄉中正路208號1樓,未經核准擅自遷址,公告撤銷立案,2004-6-2,0930135483
