代號,補習班,班址,電話,立案文號,立案日期
62200901219001,臺南市私立育園音樂短期補習班,歸仁區大通路160號1-2樓,(06)3386615,府教社字第0980016424號,2009-01-19
62200901040003,臺南市私立譽軒文理短期補習班,南區金華路2段15巷89號1-2樓,(06)2645133,教社字第09812500260號,2009-01-06
62200812270001,臺南市私立領先文理短期補習班,中西區南寧街35號1樓,(06)2137722,南市社教字第09712576970號,2008-12-30
62200812170001,臺南市私立弘特立文理短期補習班,安平區中華西路2段1巷32號,(06)2997921,南市教社字第09712574490號,2008-12-19
62200812079001,臺南市私立譯文文理短期補習班,新化區正新南路57號1-3樓,(06)5800921,府教社字第0970275906號,2008-12-04
62200811270001,"臺南市私立One By One一對一文理短期補習班",北區文賢路242巷78號1-2樓,(06)2806878,南市教社字第09712570560號,2008-12-01
62200811039001,臺南市私立數學家文理短期補習班,新市區大社村大社134-1號1-2樓,(06)5995467,府教社字第0970249088號,2008-11-03
62200811039002,臺南市私立藝學堂文理短期補習班,永康區永華路252號1-2樓,(06)2054233,府教社字第0970248043號,2008-10-31
62200810279001,臺南市私立桑妮亞文理短期補習班,佳里區延平路460號1樓,(06)7223653,府教社字第0970242804號,2008-10-28
62200810179002,臺南市私立優質技藝短期補習班,歸仁區文化街三段219之2號1-2樓,(06)2395786,府教社字第0970235191號,2008-10-17
62200810069001,臺南市私立思維文理短期補習班,新營區民治路135號1樓、137號1樓,(06)6561271,府教社字第0970222622號,2008-10-03
62200809260001,臺南市私立美佳語文短期補習班,北區民德路90巷36號1-2樓,(06)2812295,南市教社字第09712556560號,2008-09-29
62200809120001,臺南市私立牧群文理技藝短期補習班,東區裕和路320號1-2樓,(06)3310700,南市教社字第09712553290號,2008-09-16
62200809030001,臺南市私立創見文理短期補習班,南區金華路1段122號1-4樓,(06)2636029,南市教社字第09712551330號,2008-09-04
62200808290001,臺南市私立顏偉數學短期補習班,東區崇明路407號1-2樓,(06)2603359,南市教社字第09712550240號,2008-09-01
62200808190001,臺南市私立綠樹語文短期補習班,東區崇明路536號2-3樓,(06)2607600,南市教社字第09712548140號,2008-08-20
62200808040001,臺南市私立金東光文理短期補習班,東區怡東路118號1-4樓,(06)2005220,南市教社字第0971254529號,2008-08-05
62200602110004,臺南市私立學兒房文理技藝短期補習班,安平區健康路750-2號2樓,(06)2958000,南市教終字第09500120190號,2008-08-05
62200807310001,臺南市私立大壯文理短期補習班,東區崇明十七街31號1-2樓,(06)2604356,南市教社字第09712544840號,2008-08-01
62200807230002,臺南市私立幼吾幼美術短期補習班,南區新興路533巷33弄22號1-2樓,(06)2638260,南市教社字第09712542910號,2008-07-23
62200807160001,臺南市私立宇宙音語文短期補習班,北區長榮路5段19號1-2樓,(06)2384492,南市教社字第09712540260號,2008-07-22
62200807179001,臺南市私立凱琳文理短期補習班,新市區光華街105號1-3樓,(06)5890992,府教社字第0970157165號,2008-07-17
62200807109001,臺南市私立長耕文理短期補習班,永康區永華路20號1-2樓,(06)2051100,府教社字第0970151883號,2008-07-11
62200807040001,臺南市私立伊哥文理短期補習班,東區崇學路169號5樓,(06)2603818,南市教社字第09712539060號,2008-07-08
62200807049001,臺南市私立希望學園文理短期補習班,新營區府西路195號1-2樓,0937612866,府教社字第0970147090號,2008-07-04
62200807030001,潘思有限公司附設臺南市私立陳易文理短期補習班,安平區華平路495號1-4樓,(06)2934956,南市教社字第09712538990號,2008-07-04
62200807029001,臺南市私立嘉育英語短期補習班,永康區大灣六街13號2-3樓,(06)2714533,府教社字第0970142037號,2008-06-30
62200806190003,臺南市私立金典文理短期補習班,安南區城西街1段168號1-2樓,(06)2574098,南市教社字第09712535830號,2008-06-20
62200806179001,臺南市私立勤學館文理短期補習班,白河區中正路170號1-2樓,(06)6832428,府教社字第0970132236號,2008-06-17
62200805269001,臺南市私立上林文理短期補習班,安定區許中營17-6號1樓,(06)5939653,府教社字第0970130257號,2008-06-13
62200805299001,優勢學習文教事業有限公司附設臺南市私立加英文理短期補習班,歸仁區文化街三段24號1-2樓、34號1-2樓,(06)3301397,府教社字第0970129905號,2008-06-13
62200806060001,臺南市私立上景文理短期補習班,北區成功路54號6樓之2,(06)2266883,南市教社字第09712532960號,2008-06-10
62200805029001,臺南市私立劉錚文理短期補習班,白河區中山路282號1樓,(06)6830234,府教社字第0970087008號,2008-05-07
62200804249001,臺南市私立小狀元文理短期補習班信義分班,佳里區信義一街233號1-2樓,(06)7236220,府教社字第0970096454號,2008-05-02
62200804230002,臺南市私立聖恩文理短期補習班,安南區慶安路79號1-2樓,(06)3555522,南市教社字第09712523570號,2008-04-24
62200804210003,臺南市私立高強文理技藝短期補習班東區分班,東區中華東路2段295巷30號1-3樓,(06)3353015,南市教社字第09712523160號,2008-04-22
62200804210004,臺南市私立領袖學院艾德文理短期補習班崇德分班,東區崇德22街66號3樓,(06)2893485,南市教社字第09712523200號,2008-04-22
62200804210002,臺南市私立允智允聖文理短期補習班,安南區安富街167巷4號1-3樓,0961126297,南市教社字第09712523180號,2008-04-22
62200803240001,臺南市私立安琪兒文理短期補習班,安南區海佃路2段472號1-2樓,(06)2477477,南市教社字第09712516070號,2008-03-27
62200803130001,臺南市私立樂貝兒英語會話短期補習班,東區東寧路518號3-4樓,(06)2742111,南市教社字第09712511400號,2008-03-17
62200802190001,臺南市私立立信文理短期補習班,東區勝利路69號4樓,(06)2091768,南市教社字第09712508570號,2008-02-20
62200802180003,臺南市私立蒙特利文理短期補習班,東區怡東路31號1-4樓,(06)2082328,南市教社字第09712508240號,2008-02-19
62200802180004,臺南市私立瑀安文理短期補習班,北區長勝路41號1-3樓,(06)2088858,南市教社字第09712508250號,2008-02-19
62200802120002,臺南市私立櫻花日語文理短期補習班,北區成功路54號7樓之1,(06)2282552,南市教社字第09712506790號,2008-02-14
62200802019001,臺南市私立捷超文理短期補習班,佳里區安西路249號1-2樓,(06)7237157,府教社字第0970029876號,2008-02-05
62200801219001,臺南市私立趙芳燁舞蹈技藝短期補習班新東分班,新營區東仁街43巷41號1-2樓,(06)6326145,府教社字第0970024896號,2008-01-30
62200801240001,臺南市私立鮑爾文美語短期補習班,東區崇善路396號1-2樓,0939850862,南市教終字第09712504810號,2008-01-25
62200801179001,華偉教育股份有限公司附設臺南市私立關廟華偉文理短期補習班,關廟區中山路2段137-5號2-3樓,(06)5959292,府教社字第0970016983號,2008-01-21
62200801170001,臺南市私立丹妮爾文理短期補習班光州分班,安平區光州六街30號1-2樓,(06)2988972,南市教終字第09712502850號,2008-01-18
62200801080001,臺南市私立李奧文理短期補習班,東區崇善路182巷29號1-2樓,(06)3362130,南市教終字第09712501020號,2008-01-09
62200801080003,臺南市私立慈濟文理短期補習班,安平區文平路376號1-2樓,(06)2977728,南市教社字第09712501010號,2008-01-09
62200801040002,臺南市私立辛勵文理短期補習班,安平區建平十一街302號1-2樓,(06)2950028,南市教社字第09712500660號,2008-01-08
62200712259001,臺南市私立學海文理短期補習班,新營區民生路199號1-2樓,(06)6561753,府教社字第0960285705號,2007-12-27
62200712219001,臺南市私立捷比心算短期補習班,新營區進修街9-15號1樓,"(06)6592159/ 0930139089",府教社字第0960279923號,2007-12-20
62200711299001,臺南市私立杜克文理短期補習班,永康區中山東路268號1-3樓,(06)3023669,府教社字第0960267563號,2007-12-07
62200711289001,臺南市私立喬治亞文理短期補習班,歸仁區大成路170號1-3樓,(06)3302961,府教社字第0960267562號,2007-12-07
62200712030001,臺南市私立恩哥文理短期補習班,東區崇善路126號1-2樓,(06)2882828,南市教終字第09612565320號,2007-12-05
62200711270002,臺南市私立彩虹森林藝術短期補習班,安南區安豐4街86號1-2樓,(06)3550289,南市教終字第0961256766號,2007-11-28
62200711179002,臺南市私立鴻儒文理短期補習班,新化區民治路43巷22號1-2樓,(06)5908686,府教社字第0960254897號,2007-11-22
62200711179001,臺南市私立高仲文理短期補習班,永康區大灣六街70號1-2樓,(06)2071188,府教社字第0960254852號,2007-11-22
62200711200001,臺南市私立學名文理短期補習班,安平區郡平路321號1-3樓,(06)2519980,南市教終字第09612566730號,2007-11-22
62200711150002,臺南市私立功大文理短期補習班,東區勝利路69號3樓,(06)2752252,南市教終字第09612565340號,2007-11-16
62200711089001,臺南市私立希耘語文短期補習班麻豆分班,麻豆區興中路175巷3-22號1-2樓,0931704184,府教社字第0960245838號,2007-11-09
62200711060002,臺南市私立華漢文理短期補習班,安南區安昌街45號1-2樓,(06)3558331,南市教終字第09612563220號,2007-11-07
62200710230002,臺南市私立玉米田文理短期補習班,東區崇明路533號1-3樓,0953666561、3367340,南市教終字第09612559980號,2007-10-24
62200710230001,臺南市私立廣氏珠心算短期補習班,安南區同安路161號1-2樓,(06)2470596,南市教終字第09612559990號,2007-10-24
62200710120001,臺南市私立陳薇文理短期補習班,東區光華街229巷24號1-3樓,(06)2378111,南市教終字第09612557790號,2007-10-15
62200710120002,臺南市私立愉學堂文理短期補習班,東區勝利路21號1、3樓,(06)2346347,南市教終字第09612557810號,2007-10-15
62200710080002,臺南市私立育翔文理短期補習班,北區文成三路667號1-3樓,(06)3588322,南市教終字第09612556070號,2007-10-09
62200710080001,臺南市私立學學文理短期補習班,東區裕文路183號2-3樓,"(06)3318183 3312255",南市教終字第09612556090號,2007-10-09
62200710049001,臺南市私立閱大語文短期補習班,新營區東興路199號1-2樓,(06)6376905,府教終字第0960217854號,2007-10-08
62200709290001,臺南市私立幼柏士文理短期補習班,東區德東街239號1-2樓,(06)3350420,南市教終字第09612554240號,2007-10-01
62200709209001,臺南市私立新天地文理短期補習班,歸仁區民權一街49號1-2樓,(06)3309960,府教社字第0960210211號,2007-09-28
62200709180001,臺南市私立裕文文理短期補習班,東區裕文路78號1-5樓,(06)3318600,南市教終字第09612551640號,2007-09-21
62200208029055,臺南市私立群上文理短期補習班,永康區國光七街42號1-2樓,(06)2053557,府教社字第160413號,2007-09-21
62200709180004,臺南市私立洋聲塾英語短期補習班,安平區建平五街22巷15弄39號2-3樓,(06)2953555,南市教終字第09612551670號,2007-09-19
62200709139001,臺南市私立蕃茄文理短期補習班,新市區復興路62巷8號1-2樓,(06)5994038,府教社字第0960202859號,2007-09-18
62200709110003,臺南市私立雅斯貝互動英語文理短期補習班,東區北門路一段308-5號2-3樓,(06)2289600,南市教終字第09612549490號,2007-09-12
62200709059002,臺南市私立銘璋文理短期補習班,歸仁區中正南路三段51巷1-1號1樓,(06)2782590,府教社字第0960196866號,2007-09-10
62200709040003,臺南市私立高傑文理短期補習班安南分班,安南區同安路268號1-3樓,(06)2560077,南市教終字第09612544900號,2007-09-05
62200709040001,臺南市私立銘德文理短期補習班,安南區仁安路266號1-2樓,(06)2477688,南市教終字第09612547940號,2007-09-05
62200708300001,臺南市私立蓋博文理短期補習班,安平區平通路511號1-2樓,(06)2973999,南市教終字第09612546990號,2007-08-31
62200708300002,臺南市私立橫氏珠心算技藝短期補習班,安平區平通路420號1-2樓,(06)2937319,南市教終字第09612547000號,2007-08-31
62200708240002,臺南市私立聖學文理短期補習班,南區三官路31號1樓、33號1樓,(06)2619387、(06)2619388,教終字第09612545750號,2007-08-27
62200708169001,臺南市私立長頸鹿短期補習班安必聖文理分班,永康區中灣五街12號1-3樓,(06)2713900,府教社字第0960152223號,2007-08-16
62200708130001,臺南市私立蒂芬妮美容短期補習班,東區中華東路3段399巷11弄16號1樓,(06)2646188,南市教終字第09612542630號,2007-08-16
62200708090003,臺南市私立英瀚文理短期補習班文元分班,北區文成三路696號2-3樓,(06)3501898,南市教終字第09612542190號,2007-08-10
62200708090002,臺南市私立漢聲文理短期補習班,東區崇明路570號1-3樓,(06)3366060,南市教終字第09612542210號,2007-08-10
62200707309001,臺南市私立鹽水育人文理短期補習班,鹽水區和平路678巷3號1-2樓,(06)6522802,府教社字第0960161949號,2007-07-27
62200701259003,臺南市私立伯斯特文理才藝短期補習班,白河區新生路11號1-2樓,(06)6857271,府教社字第0980174194號,2007-07-24
62200707239001,臺南市私立愛博特文理短期補習班,新營區民治路225巷35號1-4樓,"(06)6569929,(06)6572778",府教社字第0960155773號,2007-07-19
62200707249002,臺南市私立康林文理短期補習班,新化區護安街2-1號1-2樓,(06)5906224,府教社字第0960155776號,2007-07-19
62200707249001,臺南市私立互動文理短期補習班,永康區中山東路282號2-3樓,(06)3020572,府教社字第0960153667號,2007-07-18
62200707189001,臺南市私立長頸鹿短期補習班瓜藤分班,永康區仁愛街71之2號1-2樓,(06)2433465,府教社字第0960152227號,2007-07-17
62200707189002,臺南市私立康老師文理短期補習班,關廟區忠孝街40號1樓,(06)5955000,府教社字第0960152226號,2007-07-17
62200707120001,臺南市私立李學院文理短期補習班,東區東安路167號1-2樓,(06)2755854,南市教終字第09612535740號,2007-07-12
62200707030001,臺南市私立聖大文理短期補習班安平分班,安平區建平十一街280號1-2樓,(06)2981018,教終字第09612534180號,2007-07-04
62200707040001,臺南市私立愛佳佳文理短期補習班,安平區永華十一街21號3樓,(06)2932997,南市教社字第09612534500號,2007-07-04
62200706270001,臺南市私立哈英文理短期補習班,"東區崇明路606號1- 4樓",(06)2678118,南市教終字第09612532730號,2007-06-28
62200705280002,臺南市私立傑林文理短期補習班,安南區安和路5段208號1樓,(06)3553538,南市教終字第09612526560號,2007-05-29
62200705289002,臺南市私立傑皙文理短期補習班,永康區大仁街208號1-2樓,(06)2738800,府教社字第0960113034號,2007-05-28
62200705240003,臺南市私立尚德文理短期補習班,安南區育安4街95號1樓,(06)3561005,南市教終字第09612526080號,2007-05-25
62200705240001,臺南市私立實力建築土木及都市短期補習班,北區成功路54號5樓之1,(06)2224779,南市教終字第09612526050號,2007-05-25
62200705259001,臺南市私立聯成電腦技藝短期補習班,永康區中華路150號1-4樓,(06)3121261,府教社字第0960109890號,2007-05-24
62200705219001,臺南市私立無尾熊文理短期補習班,玉井區民生路248號1-2樓,(06)5748927,府教社字第0960106984號,2007-05-18
62200705179001,臺南市私立上恩文理短期補習班,永康區大灣路40巷78弄2號2-3樓,(06)2057007,府教社字第0960101867號,2007-05-14
62200705119001,臺南市私立學友文理短期補習班,永康區南工街278巷1號1-2樓,(06)3029210,府教社字第0960096744號,2007-05-10
62200705070002,臺南市私立博聖文理短期補習班,東區崇學路96巷18號1-2樓,(06)3350393,南市教終字第09612522080號,2007-05-07
62200704270001,臺南市私立嘉成文理短期補習班,北區西門路3段213號1-3樓,(06)2286699,南市教終字第09612520560號,2007-04-27
62200704240001,臺南市私立鄭老師音樂短期補習班,中西區樹林街2段75號1-2樓,(06)2141092,南市教終字第0961251949號,2007-04-25
62200704240003,臺南市私立溫哥華美語短期補習班,南區明興路1382號1-3樓,(06)2628611,教終字第09612519450號,2007-04-24
62200704100001,臺南市私立星蘊文理短期補習班,安南區富東路222號1-4樓、220號1樓,(06)2598363,南市教終字第09612516970號,2007-04-11
62200208029097,臺南市私立育升文理短期補習班,永康區大民街58巷8號1-5樓、10號1樓、16號1-4樓,(06)2719921，(06)2053859,府教社字第0960073129號,2007-04-10
62200703090001,仁大教育科技股份有限公司附設臺南市私立仁大文理短期補習班,東區崇道路16號1-4樓,(06)3356677,南市教終字第09612510710號,2007-04-02
62200703260001,臺南市私立顓盟文理短期補習班,東區崇善路134號1-2樓,(06)3352015,南市教終字第09612514030號,2007-03-26
62200603139001,臺南市私立鍇裕文理短期補習班,西港區新興街107巷14號1-3樓,(06)7960758,府教社字第0960058336號,2007-03-20
62200308279001,臺南市私立南科美語短期補習班,善化區光復一街66號1-3樓,(06)5816727,府教社字第0960058327號,2007-03-20
62200208089015,臺南市私立亞堤斯文理短期補習班,永康區埔聖街146號1樓,(06)2316110,府教社字第0960059259號,2007-03-20
62200703159002,臺南市私立宏智文理短期補習班,歸仁區中山五街63號1-2樓,(06)2302512,府教社字第0960049925號,2007-03-09
62200703159001,臺南市私立貝比園文理短期補習班,佳里區公園路515號2樓,(06)7235030,府教社字第0960050702號,2007-03-09
62200703050001,瀚將教育科技股份有限公司附設臺南市私立百瀚文理短期補習班,東區怡東路159號1-4樓,(06)2745984,南市教終字第09612509570號,2007-03-08
62200703089002,臺南市私立超比爾英文音樂短期補習班,佳里區安西路201巷3號1-3樓,(06)7238682,府教社字第0960049597號,2007-03-08
62200702140001,臺南市私立建儒文理短期補習班,中西區民族路2段153號3樓,(06)2238933,南市教終字第09612507250號,2007-02-14
62200702169001,臺南市私立洪亮文理短期補習班,新市區光華街167號1-2樓,(06)5992259,府教社字第0960039540號,2007-02-09
62200702010001,臺南市私立華階文理短期補習班,安平區光州六街108號1-2樓,(06)2986659,南市教終字第09612505400號,2007-02-02
62200701290001,臺南市私立甲骨文文理短期補習班,中西區永福路2段79號2樓,(06)2266088,南市教終字第09612504820號,2007-01-30
62200702069004,臺南市私立嘉群文理短期補習班,佳里區安西路255號1-2樓,(06)7216406,府教社字第0960022648號,2007-01-26
62200701180001,臺南市私立偉群文理短期補習班,南區明興路1143號1-2樓,(06)2627999,南市教社字第09612503310號,2007-01-22
62200701170002,臺南市私立耀傑文理短期補習班,安南區安昌街103巷53號1-4樓,(06)3553338,南市教終字第09612503120號,2007-01-18
62200701160001,臺南市私立出傑文理短期補習班,中西區南門路99號1-3樓,(06)2131002,南市教終字第09612502860號,2007-01-17
62200701199001,臺南市私立小牛頓文理短期補習班,永康區勝學路108巷20號1-2樓,(06)3111771,府教社字第0960009771號,2007-01-11
62200701040002,臺南市私立才碩升學文理短期補習班,安南區安中路六段683號1-2樓,(06)2575666,南市教終字第09612500630號,2007-01-05
62200701089004,臺南市私立科大文理短期補習班,善化區善新大道323號1-2樓、325號1樓,(06)5832200,南市教社字第0950279727號,2006-12-29
62200612280001,臺南市私立明泓文理短期補習班,東區崇善路2號1&amp;mdash;2樓,(06)2881308,南市教終字第09512565250號,2006-12-29
62200701089005,社團法人中國青年救國團附設臺南市私立救國團文理技藝短期補習班永康分班,永康區中華路200-2號4樓,(06)3133459,府教社字第279735號,2006-12-29
62200701089003,臺南市私立獅子王文理短期補習班,學甲區建國路37之2號1-3樓,(06)7830181,府教社字第0950279743號,2006-12-29
62200612150001,臺南市私立唯新文理短期補習班,東區裕文路117號1-5樓、119號1-2樓,(06)3310789,南市教終字第09512562990號,2006-12-18
62200612140002,臺南市私立華聲語文技藝短期補習班復興分班,東區裕興街79號2-3樓,(06)3316791、3316792,南市教終字第09512562630號,2006-12-14
62200612110001,臺南市私立帛學文理短期補習班,東區中華東路3段377巷16號1樓,(06)2901664,南市教終字第09512562080號,2006-12-12
62200611220001,臺南市私立智軒文理短期補習班,安南區樂安一街221號1樓、223號1-2樓,(06)2564320,南市教終字第09512559170號,2006-11-28
62200611260002,臺南市私立阿貝爾文理短期補習班,北區文成三路690號2-3樓,0908531916,南市教終字第09512558790號,2006-11-27
62200611140001,臺南市私立讀你我文理短期補習班,南區西門路1段333巷1號1樓,(06)2630861,教終字第09512556860號,2006-11-14
62200611100001,臺南市私立健康文理短期補習班,安南區同安路350號1-2樓,(06)2470095,南市教終字第09512556510號,2006-11-13
62200611070003,威爾森文教事業股份有限公司附設臺南市私立愛普樂斯文理短期補習班,北區文成三路682巷48號1-3樓,(06)3587360,南市教終字字第0951255561號,2006-11-08
62200611070001,臺南市私立聖佳作文短期補習班,安平區平通路388號2-3樓,(06)2989292,南市教終字第09512555560號,2006-11-07
62200610180001,臺南市私立吳郭魚美術短期補習班,東區崇德8街48號1-2樓,(06)2694271,南市教終字第09512555570號,2006-11-07
62200611039001,臺南市私立豪德文理短期補習班,永康區國光六街111號1-3樓,(06)2050337,府教社字第0950234760號,2006-11-02
62200611029003,臺南市私立筑園文理短期補習班,安定區安定33之7號1-2樓,(06)5976387,府教社字第0950231833號,2006-10-30
62200205210001,臺南市私立創新文理短期補習班,北區大興街550號1-2樓,(06)2808270,南市教終字第09512553580號,2006-10-27
62200610270001,臺南市私立集英學堂文理短期補習班,東區勝利路28號3樓,(06)2355059,南市教終字第09512553740號,2006-10-27
62200610250001,臺南市私立一A文理短期補習班,南區明興路1390號1-2樓,(06)2657673、2964737,南市教終字第0951255255號,2006-10-27
62200610160001,嶺瀚文教事業有限公司附設臺南市私立非凡文理短期補習班同安分班,安南區同安路153號1-2樓,(06)2479899,南市教終字第09512553730號,2006-10-27
62200611029002,臺南市私立學群文理短期補習班,麻豆區興中路184號1-2樓,(06)5728888,府教社字第0950228675號,2006-10-26
62200610250002,臺南市私立明功安南文理短期補習班,安南區安中路三段234號1-3樓,(06)2559888,南市教終字第09512553200號,2006-10-25
62200611029001,智基科技開發股份有限公司附設臺南市私立志光文理短期補習班佳里分班,佳里區延平路106號3樓,(06)7236776,府教社字第0950226548號,2006-10-23
62200610160002,威爾森文教事業股份有限公司附設臺南市私立安中文理短期補習班,安南區安中路三段218號1-2樓,(06)2470006,南市教終字第09512552450號,2006-10-20
62200610200001,臺南市私立北苑學府文理短期補習班,北區西門路3段171號1-3樓、173號1-3樓,(06)2265588,南市教終字第09512552470號,2006-10-20
62200610149001,臺南市私立親子文理短期補習班,東山區中興路59號1樓,(06)6803827,府教社字第217868號,2006-10-13
62200610110001,臺南市私立田鼠美語短期補習班,安南區安寧街91巷16號1-2號,(06)2598903,南市教終字第09512549930號,2006-10-11
62200609290004,臺南市私立曉太陽英語會話短期補習班,東區東興路28號1-2樓,(06)2340228,南市教終字第09512548750號,2006-10-02
62200610039001,臺南市私立花木蘭文理短期補習班,永康區龍昌街107巷2號1-2樓,(06)2030702,府教社字第209188號,2006-09-28
62200609229004,臺南市私立奧斯薇文理短期補習班,新營區進修街113號1-2樓,(06)6566899,府教社字第203978號,2006-09-21
62200609229002,臺南市私立優學館文理短期補習班,新營區進修街91號1-2樓,(06)6590003,府教社字第200258號,2006-09-18
62200609140003,屹呈教育事業股份有限公司附設臺南市私立禹呈文理短期補習班,東區崇明路495號1-3樓,(06)2678721,南市教終字第09512545340號,2006-09-14
62200609140002,臺南市私立府城優兒技藝短期補習班,東區長榮路1段236號2樓,(06)2385277,南市教終字第09512545320號,2006-09-14
62200609120001,臺南市私立藍玉棠文理短期補習班,東區裕文路105號1-3樓,(06)3311169,南市教終字第09512544960號,2006-09-13
62200609120002,臺南市私立倫敦唐寧文理短期補習班,北區育德二路346號1-3樓,(06)2820912,南市教終字第09512544930號,2006-09-13
62200609079001,臺南市私立蘇珊美語短期補習班,安定區港口399-5號1-4樓,(06)5932007,府教社字第190606號,2006-09-05
62200608180001,臺南市私立里仁文理短期補習班,東區裕農3街207號1-4樓,(06)3316961,南市教終字第09512539620號,2006-08-18
62200608150002,臺南市私立巴比特文理短期補習班,安南區安和路五段290號1-2樓,(06)3556682,南市教終字第09512539230號,2006-08-16
62200608140001,臺南市私立弼勝文理短期補習班,東區東興路17號1-4樓、19號1-2樓,(06)2749207,南市教終字第09512538930號,2006-08-15
62200608140002,百世教育科技股份有限公司附設臺南市私立百世文理短期補習班育德分班,北區育德路598號1-4樓,(06)2816698,南市教終字第09512538920號,2006-08-15
62200608109003,臺南市私立京麟文理短期補習班,新市區華興街25號1-2樓,(06)5994877,府教社字第167538號,2006-08-07
62200608030001,臺南市私立文睿文理短期補習班,中西區永福路二段105號1-2樓,(06)2237700,南市教終字第09512537020號,2006-08-03
62200608020002,臺南市私立培智文理短期補習班,南區惠南街145號1-2樓,(06)2653839,南市教終字第09512536890號,2006-08-03
62200608109001,臺南市私立東昱文理短期補習班,新營區進修街95號1-2樓,(06)6571838,府教社字第163138號,2006-08-01
62200607190001,臺南市私立無敵文理短期補習班,"北區文成三路688號1- 4樓",(06)3505565,南市教終字第09512536340號,2006-07-31
62200607190002,臺南市私立賢明文理短期補習班,北區大興街580號1-2樓,(06)2599579,南市教終字第09512534260號,2006-07-20
62200607279004,臺南市私立小數的家文理短期補習班,新營區民族路161號1樓,(06)6375590,府教社字第153375號,2006-07-19
62200607319001,臺南市私立卓悅英語短期補習班,善化區興華路233號1-3樓,(06)5851778,府教社字第152359號,2006-07-18
62200607170001,臺南市私立達爾文文理短期補習班,東區德光街98-1號1樓,(06)3356560,南市教終字第09512533530號,2006-07-17
62200607279001,臺南市私立吳老師文理短期補習班,"六甲區和平街446-2號 1樓、3樓",(06)6993467,府教社字第146736號,2006-07-11
62200608109004,臺南市私立文研美語短期補習班,下營區中華街40巷15號1-2樓,(06)6793345,府教社字第170462號,2006-07-09
62200607060001,臺南市私立加百列音樂短期補習班,北區文成一路283號2-4樓,(06)2829010,南市教終字第09512532180號,2006-07-06
62200606280001,臺南市私立伯倫美語短期補習班,東區裕農3街225號2-3樓,(06)3313532,南市教終字第09512530990號,2006-06-28
62200607209003,臺南市私立常青文理短期補習班,永康區忠孝路410巷8號2-3樓,(06)2015616,府教社字第135431號,2006-06-27
62200606030003,臺南市私立家承文理短期補習班,北區大興街548號2樓,(06)2805377,南市教終字第09512529890號,2006-06-22
62200605240001,臺南市私立立得文理短期補習班,安南區安豐6街202號1-4樓,(06)3558811,南市教終字第09512528700號,2006-06-16
62200607209001,臺南市私立哈佛文理短期補習班,永康區小東路647巷42弄9號1-2樓,(06)3124323,府教社字第126351號,2006-06-15
62200606149001,臺南市私立毓才文理短期補習班,安定區安定354-6號1-3樓、354-7號1樓,(06)5921160,府教社字第122528號,2006-06-12
62200606070001,臺南市私立育安英文短期補習班,安南區功安4街117號1-2樓,(06)2457629,南市教終字第09512527300號,2006-06-08
62200606070003,百世教育科技股份有限公司附設臺南市私立百世文理短期補習班,東區崇明路640號1-4樓,(06)2909788,南市教終字第09512527280號,2006-06-07
62200606050002,臺南市私立環美文理短期補習班,安平區平通路381號1-2樓、383號1-2樓,(06)2983178,南市教終字第09512526480號,2006-06-05
62200606079003,臺南市私立茱麗亞文理短期補習班,永康區文賢街57號1-2樓,(06)2055823,府教社字第117076號,2006-06-05
62200606050001,臺南市私立班尼文理短期補習班,安平區郡平路331號1-4樓,(06)2950009,南市教終字第09512526670號,2006-06-05
62200605300002,臺南市私立優學海佃文理短期補習班,安南區安富街161號1-4樓,(06)2588805,南市教終字第09512525610號,2006-05-30
62200606029002,臺南市私立耕欣文理短期補習班,六甲區中正路180巷17弄7號1-3樓,(06)6994608,府教社字第0960082402號,2006-05-29
62200606029001,臺南市私立首席文理短期補習班,永康區大灣三街27號1樓,(06)2732211,府教社字第110501號,2006-05-25
62200605239006,臺南市私立佳安文理短期補習班,楠西區和平路38號1-2樓,(06)5754379,府教社字第0950107449號,2006-05-22
62200605239003,臺南市私立心遠景文理短期補習班,新營區民治路35-1號1樓、35-2號1樓、35-2號2樓之1,(06)6376721,府教社字第0950102261號,2006-05-15
62200605050001,臺南市私立捷冠文理短期補習班,中西區永福路2段109號1-2樓,933018278,南市教終字第09512521230號,2006-05-05
62200605050002,臺南市私立星光美語短期補習班,中西區永福路2段104號1-2樓,(06)2285432,南市教終字第09512521260號,2006-05-05
62200604249002,臺南市私立名將文理短期補習班,六甲區中華路109號1-2樓,(06)6985855,府教社字第084314號,2006-04-21
62200604109001,臺南市私立永成文理短期補習班,永康區大橋二街149號1-2樓,(06)3036699,府教社字第073866號,2006-04-10
62200602079001,臺南市私立安頂語文短期補習班,麻豆區平等路33巷5-6號1樓,(06)5727122、5727133,府教社字第0960072942號,2006-04-10
62200603310001,臺南市私立文林光明文理短期補習班,東區光明街80號1樓,(06)2755299,南市教終字第09512514730號,2006-03-31
62200603270001,臺南市私立南台文理短期補習班,南區省躬一街19巷7號2-3樓,(06)2626580,南市教終字第09512513390號,2006-03-29
62200603149001,臺南市私立金仁文理短期補習班,歸仁區民權北路163號1-2樓,(06)3386588,府教社字第051823號,2006-03-13
62200603089001,臺南市私立愛丁堡語文短期補習班,新市區南港街129號1-2樓,(06)5013413,府教社字第046713號,2006-03-07
62200603060001,臺南市私立戴爾英文短期補習班,中西區中山路203號1-3樓,(06)2222076,南市教終字第09500140260號,2006-03-06
